newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,((*,*),((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))))));	63	105	391	444	5	64
(*,(*,((*,*),((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,*)))))))));	60	104	389	447	6	512
(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,*))))))))))));	73	109	402	396	4	16
(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,*)))))))))));	70	108	400	399	5	64
(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,*)))))))))));	69	107	397	405	5	32
(*,(*,((*,*),((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,*)))))))))));	68	106	393	414	5	32
(*,(*,((*,*),((*,*),(*,((*,*),(*,((*,*),((*,*),(*,*))))))))));	65	105	391	417	6	128
(*,(*,((*,*),((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,*))))))))));	65	105	390	423	5	64
(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,*)))))))))));	67	105	388	426	5	32
(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,((*,*),(*,*))))))))));	64	104	386	429	6	128
(*,(*,((*,*),((*,*),(*,((*,*),((*,*),((*,*),(*,(*,*))))))))));	63	103	383	435	6	64
(*,(*,((*,*),((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,*))))))))));	63	103	381	450	5	32
(*,(*,((*,*),((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,*)))))))));	60	102	379	453	6	128
(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,*)))))))))));	67	105	384	468	4	16
(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,*))))))))));	64	104	382	471	5	64
(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,*))))))))));	63	103	379	477	5	32
(*,(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,*))))))))));	62	102	375	486	5	32
(*,(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,*)))))))));	59	101	373	489	6	128
(*,(*,((*,*),((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,*)))))))));	59	101	372	495	5	64
(*,(*,((*,*),((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,*))))))))));	63	103	375	513	4	16
(*,(*,((*,*),((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,*)))))))));	60	102	373	516	5	64
(*,(*,((*,*),((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,*)))))))));	59	101	370	522	5	32
(*,(*,((*,*),((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,*))))))));	60	102	373	516	5	64
(*,(*,((*,*),((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,*))))))));	57	101	371	519	6	256
(*,(*,((*,*),((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,*)))))))));	56	100	368	525	6	128
(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,*))))))))))));	72	108	394	417	4	16
(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,*)))))))))));	69	107	392	420	5	64
(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,*)))))))))));	68	106	389	426	5	32
(*,(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,*)))))))))));	67	105	385	435	5	32
(*,(*,((*,*),((*,*),((*,*),(*,(*,((*,*),((*,*),(*,*))))))))));	64	104	383	438	6	128
(*,(*,((*,*),((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,*))))))))));	64	104	382	444	5	64
(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,*)))))))))));	66	104	380	447	5	32
(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,((*,*),(*,*))))))))));	63	103	378	450	6	128
(*,(*,((*,*),((*,*),((*,*),(*,((*,*),((*,*),(*,(*,*))))))))));	62	102	375	456	6	64
(*,(*,((*,*),((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,*))))))))));	62	102	373	471	5	32
(*,(*,((*,*),((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,*)))))))));	59	101	371	474	6	128
(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,*)))))))))));	65	103	374	462	5	32
(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,((*,*),(*,*))))))))));	62	102	372	465	6	128
(*,(*,((*,*),((*,*),((*,*),((*,*),(*,((*,*),(*,(*,*))))))))));	61	101	369	471	6	64
(*,(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,(*,(*,*))))))))));	60	100	365	480	6	64
(*,(*,((*,*),((*,*),((*,*),((*,*),((*,*),((*,*),(*,*)))))))));	57	99	363	483	7	256
(*,(*,((*,*),((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,*)))))))));	57	99	362	489	6	128
(*,(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,*))))))))));	60	100	362	507	5	32
(*,(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,*)))))))));	57	99	360	510	6	128
(*,(*,((*,*),((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,*)))))))));	56	98	357	516	6	64
(*,(*,((*,*),((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,*)))))))));	57	99	358	525	5	64
(*,(*,((*,*),((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,*))))))));	54	98	356	528	6	128
(*,(*,((*,*),((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,*))))))));	51	97	354	531	7	1024
(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,*)))))))))));	65	103	369	522	4	16
(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,*))))))))));	62	102	367	525	5	64
(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,*))))))))));	61	101	364	531	5	32
(*,(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,*))))))))));	60	100	360	540	5	32
(*,(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*)))))))));	57	99	358	543	6	128
(*,(*,((*,*),((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*)))))))));	57	99	357	549	5	64
(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*))))))))));	59	99	355	552	5	32
(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*)))))))));	56	98	353	555	6	128
(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*)))))))));	55	97	350	561	6	64
(*,(*,((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))))));	55	97	348	576	5	32
(*,(*,((*,*),((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*))))))));	52	96	346	579	6	128
(*,(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))))));	60	100	354	603	4	16
(*,(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))))));	57	99	352	606	5	64
(*,(*,((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))))));	56	98	349	612	5	32
(*,(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*)))))))));	55	97	345	621	5	32
(*,(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*))))))));	52	96	343	624	6	128
(*,(*,((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*))))))));	52	96	342	630	5	64
(*,(*,((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*)))))))));	57	99	349	633	4	32
(*,(*,((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*))))))));	54	98	347	636	5	64
(*,(*,((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*))))))));	53	97	344	642	5	32
(*,(*,((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*)))))));	57	99	352	606	5	64
(*,(*,((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*)))))));	54	98	350	609	6	256
(*,(*,((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*))))))));	51	97	345	639	6	512
(*,(*,((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*))))))));	50	96	342	645	6	128
(*,(*,((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*)))))));	53	97	347	615	6	128
(*,(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*)))))))));	52	96	343	624	6	128
(*,(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*))))))));	49	95	341	627	7	512
(*,(*,((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*))))))));	49	95	340	633	6	256
(*,(*,((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*))))))));	49	95	339	651	6	128
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	72	108	387	522	3	8
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	69	107	385	525	4	32
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	68	106	382	531	4	16
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	67	105	378	540	4	16
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*))))))))));	64	104	376	543	5	64
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	64	104	375	549	4	32
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	66	104	373	552	4	16
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*))))))))));	63	103	371	555	5	64
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*))))))))));	62	102	368	561	5	32
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	62	102	366	576	4	16
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	59	101	364	579	5	64
(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	65	103	367	567	4	16
(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*))))))))));	62	102	365	570	5	64
(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*))))))))));	61	101	362	576	5	32
(*,(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*))))))))));	60	100	358	585	5	32
(*,(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*)))))))));	57	99	356	588	6	128
(*,(*,((*,*),((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	57	99	355	594	5	64
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	60	100	355	612	4	16
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	57	99	353	615	5	64
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	56	98	350	621	5	32
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	57	99	351	630	4	32
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*))))))));	54	98	349	633	5	64
(*,(*,((*,*),((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*))))))));	51	97	347	636	6	512
(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	64	102	360	585	4	16
(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*))))))))));	61	101	358	588	5	64
(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*))))))))));	60	100	355	594	5	32
(*,(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*))))))))));	59	99	351	603	5	32
(*,(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*)))))))));	56	98	349	606	6	128
(*,(*,((*,*),((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	56	98	348	612	5	64
(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*))))))))));	58	98	346	615	5	32
(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*)))))))));	55	97	344	618	6	128
(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*)))))))));	54	96	341	624	6	64
(*,(*,((*,*),((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	54	96	339	639	5	32
(*,(*,((*,*),((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*))))))));	51	95	337	642	6	128
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	58	98	342	657	4	16
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	55	97	340	660	5	64
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	54	96	337	666	5	32
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	53	95	333	675	5	32
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*))))))));	50	94	331	678	6	128
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	50	94	330	684	5	64
(*,(*,((*,*),((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	54	96	333	702	4	16
(*,(*,((*,*),((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*))))))));	51	95	331	705	5	64
(*,(*,((*,*),((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*))))))));	50	94	328	711	5	32
(*,(*,((*,*),((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	51	95	331	705	5	64
(*,(*,((*,*),((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*)))))));	48	94	329	708	6	256
(*,(*,((*,*),((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*))))))));	47	93	326	714	6	128
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	65	103	357	702	3	8
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*))))))))));	62	102	355	705	4	32
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*))))))))));	61	101	352	711	4	16
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*))))))))));	60	100	348	720	4	16
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*)))))))));	57	99	346	723	5	64
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*)))))))));	57	99	345	729	4	32
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*))))))))));	59	99	343	732	4	16
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*)))))))));	56	98	341	735	5	64
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,*)))))))));	55	97	338	741	5	32
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,*)))))))));	55	97	336	756	4	16
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,*))))))));	52	96	334	759	5	64
(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*))))))))));	58	98	337	747	4	16
(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,*)))))))));	55	97	335	750	5	64
(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,*)))))))));	54	96	332	756	5	32
(*,(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,*)))))))));	53	95	328	765	5	32
(*,(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,*))))))));	50	94	326	768	6	128
(*,(*,((*,*),((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*))))))));	50	94	325	774	5	64
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*)))))))));	53	95	325	792	4	16
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*))))))));	50	94	323	795	5	64
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*))))))));	49	93	320	801	5	32
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*))))))));	50	94	321	810	4	32
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*)))))));	47	93	319	813	5	64
(*,(*,((*,*),((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*)))))));	44	92	317	816	6	512
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,*))))))))));	60	100	339	828	3	8
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,*)))))))));	57	99	337	831	4	32
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,*)))))))));	56	98	334	837	4	16
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,*)))))))));	55	97	330	846	4	16
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,*))))))));	52	96	328	849	5	64
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,*))))))));	52	96	327	855	4	32
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*)))))))));	54	96	325	858	4	16
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*))))))));	51	95	323	861	5	64
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*))))))));	50	94	320	867	5	32
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*))))))));	50	94	318	882	4	16
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*)))))));	47	93	316	885	5	64
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,*)))))))));	57	99	333	873	3	16
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,*))))))));	54	98	331	876	4	32
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,*))))))));	53	97	328	882	4	16
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,*))))))));	52	96	324	891	4	16
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*)))))));	49	95	322	894	5	64
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*)))))));	49	95	321	900	4	32
(*,(*,((*,*),((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,*)))))));	57	99	337	831	4	32
(*,(*,((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,*)))))));	56	98	334	837	4	16
(*,(*,((*,*),((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,*))))));	62	102	355	705	4	32
(*,(*,((*,*),((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,*))))));	59	101	353	708	5	128
(*,(*,((*,*),((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,*)))))));	54	98	335	834	5	128
(*,(*,((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,*)))))));	53	97	332	840	5	64
(*,(*,((*,*),((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,*))))));	58	100	350	714	5	64
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,*))))))));	51	97	329	879	5	256
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,*))))))));	50	96	326	885	5	64
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,*))))))));	49	95	322	894	5	64
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,*)))))));	46	94	320	897	6	256
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*)))))));	46	94	319	903	5	128
(*,(*,((*,*),((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,*)))))));	53	97	332	840	5	64
(*,(*,((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,*)))))));	52	96	329	846	5	32
(*,(*,((*,*),((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,*))))));	57	99	346	723	5	64
(*,(*,((*,*),((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,*))))));	54	98	344	726	6	256
(*,(*,((*,*),((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,*))))));	54	98	343	732	5	128
(*,(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,*)))))))));	52	96	328	849	5	64
(*,(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,*))))))));	49	95	326	852	6	256
(*,(*,((*,*),((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,*))))))));	49	95	325	858	5	128
(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,*)))))))));	51	95	323	861	5	64
(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,*))))))));	48	94	321	864	6	256
(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,*))))))));	47	93	318	870	6	128
(*,(*,((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*))))))));	47	93	316	885	5	64
(*,(*,((*,*),((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,*)))))));	44	92	314	888	6	256
(*,(*,((*,*),((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,*))))))));	49	95	323	891	5	64
(*,(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,*))))))));	48	94	319	900	5	32
(*,(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,*)))))));	45	93	317	903	6	128
(*,(*,((*,*),((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*)))))));	45	93	316	909	5	64
(*,(*,((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,*)))))));	51	95	325	855	5	32
(*,(*,((*,*),((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,*))))));	56	98	341	735	5	64
(*,(*,((*,*),((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,*))))));	53	97	339	738	6	256
(*,(*,((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,*)))))));	48	94	323	858	6	128
(*,(*,((*,*),((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,*))))));	52	96	336	744	6	128
(*,(*,((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,*)))))));	48	94	322	864	5	64
(*,(*,((*,*),((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,*))))));	52	96	334	759	5	64
(*,(*,((*,*),((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,*))))));	49	95	332	762	6	256
(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))))));	55	97	335	750	5	64
(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,*)))))))));	52	96	333	753	6	256
(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,*)))))))));	51	95	330	759	6	128
(*,(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,*)))))))));	50	94	326	768	6	128
(*,(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,*))))))));	47	93	324	771	7	512
(*,(*,((*,*),(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,*))))))));	47	93	323	777	6	256
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))))));	50	94	323	795	5	64
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,*))))))));	47	93	321	798	6	256
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,*))))))));	46	92	318	804	6	128
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))))));	47	93	319	813	5	128
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,*)))))));	44	92	317	816	6	256
(*,(*,((*,*),(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,*)))))));	41	91	315	819	7	2048
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))))));	50	94	320	867	5	32
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,*))))))));	47	93	318	870	6	128
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,*))))))));	46	92	315	876	6	64
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))))));	46	92	313	891	5	32
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,*)))))));	43	91	311	894	6	128
(*,(*,((*,*),(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))))));	47	93	315	909	5	64
(*,(*,((*,*),(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,*)))))));	44	92	313	912	6	128
(*,(*,((*,*),(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))))));	44	92	312	918	5	64
(*,(*,((*,*),(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,*)))))));	41	91	311	915	7	1024
(*,(*,((*,*),(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,*)))))));	41	91	310	921	6	256
(*,(*,((*,*),(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	41	91	309	927	5	256
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	81	115	420	495	2	4
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,((*,*),(*,*))))))))))));	78	114	418	498	3	16
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),(*,(*,*))))))))))));	77	113	415	504	3	8
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,(*,(*,*))))))))))));	76	112	411	513	3	8
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),((*,*),(*,*)))))))))));	73	111	409	516	4	32
