newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,(*,(*,(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,*)))))))))));	80	118	484	180	4	32
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,*))))))))))));	83	119	484	198	3	8
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,*)))))))))));	80	118	482	201	4	32
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,*)))))))))));	79	117	479	207	4	16
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*)))))))))));	80	118	480	216	3	16
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,*))))))))));	77	117	478	219	4	32
(*,(*,(*,(*,(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,*))))))))));	74	116	476	222	5	256
(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,*)))))))))))));	87	121	489	171	3	8
(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,*))))))))))));	84	120	487	174	4	32
(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,*))))))))))));	83	119	484	180	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,*))))))))))));	82	118	480	189	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,*)))))))))));	79	117	478	192	5	64
(*,(*,(*,(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,*)))))))))));	79	117	477	198	4	32
(*,(*,(*,(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,*))))))))))));	81	117	475	201	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,*)))))))))));	78	116	473	204	5	64
(*,(*,(*,(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,*)))))))))));	77	115	470	210	5	32
(*,(*,(*,(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,*)))))))))));	77	115	468	225	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,*))))))))));	74	114	466	228	5	64
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*))))))))))));	81	117	471	243	3	8
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,*)))))))))));	78	116	469	246	4	32
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,*)))))))))));	77	115	466	252	4	16
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,*)))))))))));	76	114	462	261	4	16
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,*))))))))));	73	113	460	264	5	64
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*))))))))));	73	113	459	270	4	32
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*)))))))))));	77	115	462	288	3	8
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,*))))))))));	74	114	460	291	4	32
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,*))))))))));	73	113	457	297	4	16
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*)))))))));	74	114	460	291	4	32
(*,(*,(*,(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,*)))))))));	71	113	458	294	5	128
(*,(*,(*,(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,*))))))))));	70	112	455	300	5	64
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	87	121	483	252	2	4
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*))))))))))));	84	120	481	255	3	16
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*))))))))))));	83	119	478	261	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*))))))))))));	82	118	474	270	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,*)))))))))));	79	117	472	273	4	32
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*)))))))))));	79	117	471	279	3	16
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*))))))))))));	81	117	469	282	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,*)))))))))));	78	116	467	285	4	32
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,*)))))))))));	77	115	464	291	4	16
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*)))))))))));	77	115	462	306	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*))))))))));	74	114	460	309	4	32
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))))))));	80	116	463	297	3	8
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,*)))))))))));	77	115	461	300	4	32
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,*)))))))))));	76	114	458	306	4	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,*)))))))))));	75	113	454	315	4	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,*))))))))));	72	112	452	318	5	64
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*))))))))));	72	112	451	324	4	32
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))))))));	75	113	451	342	3	8
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*))))))))));	72	112	449	345	4	32
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*))))))))));	71	111	446	351	4	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))))))));	72	112	447	360	3	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*)))))))));	69	111	445	363	4	32
(*,(*,(*,(*,(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*)))))))));	66	110	443	366	5	256
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*))))))))))));	81	117	461	378	2	4
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*)))))))))));	78	116	459	381	3	16
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*)))))))))));	77	115	456	387	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*)))))))))));	76	114	452	396	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,*))))))))));	73	113	450	399	4	32
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*))))))))));	73	113	449	405	3	16
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))))))));	75	113	447	408	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,*))))))))));	72	112	445	411	4	32
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,*))))))))));	71	111	442	417	4	16
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))))))));	71	111	440	432	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*)))))))));	68	110	438	435	4	32
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*)))))))))));	77	115	450	450	2	4
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*))))))))));	74	114	448	453	3	16
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*))))))))));	73	113	445	459	3	8
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))))))));	72	112	441	468	3	8
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*)))))))));	69	111	439	471	4	32
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))))))));	69	111	438	477	3	16
(*,(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*)))))))));	74	114	448	453	3	16
(*,(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*)))))))));	73	113	445	459	3	8
(*,(*,(*,(*,(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*))))))));	78	116	459	381	3	16
(*,(*,(*,(*,(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*))))))));	75	115	457	384	4	64
(*,(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*)))))))));	71	113	446	456	4	64
(*,(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*)))))))));	70	112	443	462	4	32
(*,(*,(*,(*,(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*))))))));	74	114	454	390	4	32
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,*))))))))));	70	112	443	462	4	32
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,*))))))))));	69	111	439	471	4	32
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,*)))))))));	66	110	437	474	5	128
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*)))))))));	66	110	436	480	4	64
(*,(*,(*,(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*)))))))));	69	111	440	468	4	16
(*,(*,(*,(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*))))))));	73	113	450	399	4	32
(*,(*,(*,(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,*))))))));	70	112	448	402	5	128
(*,(*,(*,(*,(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*))))))));	70	112	447	408	4	64
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*)))))))))));	72	112	445	411	4	32
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,*))))))))));	69	111	443	414	5	128
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,*))))))))));	68	110	440	420	5	64
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*))))))))));	68	110	438	435	4	32
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*)))))))));	65	109	436	438	5	128
(*,(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*))))))))));	68	110	436	477	4	16
(*,(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,*)))))))));	65	109	434	480	5	64
(*,(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*)))))))));	65	109	433	486	4	32
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))))));	94	126	506	135	2	4
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))))));	91	125	504	138	3	16
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))))));	90	124	501	144	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))))));	89	123	497	153	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))))));	86	122	495	156	4	32
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))))));	86	122	494	162	3	16
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))))));	88	122	492	165	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))))));	85	121	490	168	4	32
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))))));	84	120	487	174	4	16
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))))));	84	120	485	189	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))))));	81	119	483	192	4	32
(*,(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))))));	87	121	486	180	3	8
