newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	49	83	256	315	3	8
(*,(*,((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	46	82	254	318	4	32
(*,(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	45	81	251	324	4	16
(*,(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	46	82	254	318	4	32
(*,(*,((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	43	81	252	321	5	128
(*,(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	42	80	249	327	5	64
(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	58	88	275	219	3	8
(*,(*,((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	55	87	273	222	4	32
(*,(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	54	86	270	228	4	16
(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	53	85	266	237	4	16
(*,(*,((*,*),((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	50	84	264	240	5	64
(*,(*,((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	50	84	263	246	4	32
(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	52	84	261	249	4	16
(*,(*,((*,*),((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	49	83	259	252	5	64
(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	48	82	256	258	5	32
(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	48	82	254	273	4	16
(*,(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	45	81	252	276	5	64
(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	51	83	255	264	4	16
(*,(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	48	82	253	267	5	64
(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	47	81	250	273	5	32
(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	46	80	246	282	5	32
(*,(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,*))))))));	43	79	244	285	6	128
(*,(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	43	79	243	291	5	64
(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	46	80	243	309	4	16
(*,(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	43	79	241	312	5	64
(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	42	78	238	318	5	32
(*,(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	43	79	239	327	4	32
(*,(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	40	78	237	330	5	64
(*,(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	37	77	235	333	6	512
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	51	83	250	324	3	8
(*,(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	48	82	248	327	4	32
(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	47	81	245	333	4	16
(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	46	80	241	342	4	16
(*,(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	43	79	239	345	5	64
(*,(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	43	79	238	351	4	32
(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	45	79	236	354	4	16
(*,(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	42	78	234	357	5	64
(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	41	77	231	363	5	32
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	41	77	229	378	4	16
(*,(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	38	76	227	381	5	64
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	46	80	235	405	3	8
(*,(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	43	79	233	408	4	32
(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	42	78	230	414	4	16
(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	41	77	226	423	4	16
(*,(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	38	76	224	426	5	64
(*,(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	38	76	223	432	4	32
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	43	79	230	435	3	16
(*,(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	40	78	228	438	4	32
(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	39	77	225	444	4	16
(*,(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	43	79	233	408	4	32
(*,(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	40	78	231	411	5	128
(*,(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	37	77	226	441	5	256
(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	36	76	223	447	5	64
(*,(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	39	77	228	417	5	64
(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	38	76	224	426	5	64
(*,(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	35	75	222	429	6	256
(*,(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	35	75	221	435	5	128
(*,(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	35	75	220	453	5	64
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	58	88	268	324	2	4
(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	55	87	266	327	3	16
(*,(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	54	86	263	333	3	8
(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	53	85	259	342	3	8
(*,(*,((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*)))))))));	50	84	257	345	4	32
(*,(*,((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	50	84	256	351	3	16
(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	52	84	254	354	3	8
(*,(*,((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*)))))))));	49	83	252	357	4	32
(*,(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*)))))))));	48	82	249	363	4	16
(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	48	82	247	378	3	8
(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*))))))));	45	81	245	381	4	32
(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	51	83	248	369	3	8
(*,(*,((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*)))))))));	48	82	246	372	4	32
(*,(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*)))))))));	47	81	243	378	4	16
(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*)))))))));	46	80	239	387	4	16
(*,(*,((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*))))))));	43	79	237	390	5	64
(*,(*,((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*))))))));	43	79	236	396	4	32
(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	46	80	236	414	3	8
(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*))))))));	43	79	234	417	4	32
(*,(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*))))))));	42	78	231	423	4	16
(*,(*,((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	43	79	232	432	3	16
(*,(*,((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*)))))));	40	78	230	435	4	32
(*,(*,((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	37	77	228	438	5	256
(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	50	82	241	387	3	8
(*,(*,((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	47	81	239	390	4	32
(*,(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	46	80	236	396	4	16
(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	45	79	232	405	4	16
(*,(*,((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))))));	42	78	230	408	5	64
(*,(*,((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	42	78	229	414	4	32
(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	44	78	227	417	4	16
(*,(*,((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))))));	41	77	225	420	5	64
(*,(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))))));	40	76	222	426	5	32
(*,(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	40	76	220	441	4	16
(*,(*,((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))))));	37	75	218	444	5	64
(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	44	78	223	459	3	8
(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	41	77	221	462	4	32
(*,(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	40	76	218	468	4	16
(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	39	75	214	477	4	16
(*,(*,((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))))));	36	74	212	480	5	64
(*,(*,((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	36	74	211	486	4	32
(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	40	76	214	504	3	8
(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	37	75	212	507	4	32
(*,(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	36	74	209	513	4	16
(*,(*,((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	37	75	212	507	4	32
(*,(*,((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))))));	34	74	210	510	5	128
(*,(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	33	73	207	516	5	64
(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*))))))))));	51	83	238	504	2	4
(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*)))))))));	48	82	236	507	3	16
(*,(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*)))))))));	47	81	233	513	3	8
(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*)))))))));	46	80	229	522	3	8
(*,(*,((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*))))))));	43	79	227	525	4	32
(*,(*,((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*))))))));	43	79	226	531	3	16
(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))))));	45	79	224	534	3	8
(*,(*,((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*))))))));	42	78	222	537	4	32
(*,(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,*))))))));	41	77	219	543	4	16
(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,*))))))));	41	77	217	558	3	8
(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,*)))))));	38	76	215	561	4	32
(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))))));	44	78	218	549	3	8
(*,(*,((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,*))))))));	41	77	216	552	4	32
(*,(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,*))))))));	40	76	213	558	4	16
(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,*))))))));	39	75	209	567	4	16
(*,(*,((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,*)))))));	36	74	207	570	5	64
(*,(*,((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*)))))));	36	74	206	576	4	32
(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))))));	39	75	206	594	3	8
(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*)))))));	36	74	204	597	4	32
(*,(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*)))))));	35	73	201	603	4	16
(*,(*,((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))))));	36	74	202	612	3	16
(*,(*,((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*))))));	33	73	200	615	4	32
(*,(*,((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*))))));	30	72	198	618	5	256
(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,*)))))))));	46	80	220	630	2	4
(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,*))))))));	43	79	218	633	3	16
(*,(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,*))))))));	42	78	215	639	3	8
(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,*))))))));	41	77	211	648	3	8
(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,*)))))));	38	76	209	651	4	32
(*,(*,((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,*)))))));	38	76	208	657	3	16
(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))))));	40	76	206	660	3	8
(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*)))))));	37	75	204	663	4	32
(*,(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*)))))));	36	74	201	669	4	16
(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))))));	36	74	199	684	3	8
(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*))))));	33	73	197	687	4	32
(*,(*,((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,*))))))));	43	79	214	675	2	8
(*,(*,((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,*)))))));	40	78	212	678	3	16
(*,(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,*)))))));	39	77	209	684	3	8
(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,*)))))));	38	76	205	693	3	8
(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*))))));	35	75	203	696	4	32
(*,(*,((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))))));	35	75	202	702	3	16
(*,(*,((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,*))))));	43	79	218	633	3	16
(*,(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,*))))));	42	78	215	639	3	8
(*,(*,((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,*)))));	48	82	236	507	3	16
(*,(*,((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,*)))));	45	81	234	510	4	64
(*,(*,((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,*))))));	40	78	216	636	4	64
(*,(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,*))))));	39	77	213	642	4	32
(*,(*,((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,*)))));	44	80	231	516	4	32
(*,(*,((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,*)))))));	37	77	210	681	4	128
(*,(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,*)))))));	36	76	207	687	4	32
(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,*)))))));	35	75	203	696	4	32
(*,(*,((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,*))))));	32	74	201	699	5	128
(*,(*,((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*))))));	32	74	200	705	4	64
(*,(*,((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,*))))));	39	77	213	642	4	32
(*,(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,*))))));	38	76	210	648	4	16
(*,(*,((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,*)))));	43	79	227	525	4	32
(*,(*,((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,*)))));	40	78	225	528	5	128
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,*)))));	40	78	224	534	4	64
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,*))))))));	38	76	209	651	4	32
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,*)))))));	35	75	207	654	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,*)))))));	35	75	206	660	4	64
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,*))))))));	37	75	204	663	4	32
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,*)))))));	34	74	202	666	5	128
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,*)))))));	33	73	199	672	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	33	73	197	687	4	32
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,*))))));	30	72	195	690	5	128
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,*)))))));	35	75	204	693	4	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	34	74	200	702	4	16
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,*))))));	31	73	198	705	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	31	73	197	711	4	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,*))))));	37	75	206	657	4	16
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,*)))));	42	78	222	537	4	32
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,*)))));	39	77	220	540	5	128
(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,*))))));	34	74	204	660	5	64
(*,(*,((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,*)))));	38	76	217	546	5	64
(*,(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,*))))));	34	74	203	666	4	32
(*,(*,((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,*)))));	38	76	215	561	4	32
(*,(*,((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,*)))));	35	75	213	564	5	128
(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,*)))))))));	41	77	216	552	4	32
(*,(*,(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,*))))))));	38	76	214	555	5	128
(*,(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,*))))))));	37	75	211	561	5	64
(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,*))))))));	36	74	207	570	5	64
(*,(*,(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,*)))))));	33	73	205	573	6	256
(*,(*,(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,*)))))));	33	73	204	579	5	128
(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,*))))))));	36	74	204	597	4	32
(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,*)))))));	33	73	202	600	5	128
(*,(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,*)))))));	32	72	199	606	5	64
(*,(*,(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,*)))))));	33	73	200	615	4	64
(*,(*,(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,*))))));	30	72	198	618	5	128
(*,(*,(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,*))))));	27	71	196	621	6	1024
(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,*))))))));	36	74	201	669	4	16
(*,(*,(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,*)))))));	33	73	199	672	5	64
(*,(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,*)))))));	32	72	196	678	5	32
(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	32	72	194	693	4	16
(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,*))))));	29	71	192	696	5	64
(*,(*,(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	33	73	196	711	4	32
(*,(*,(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,*))))));	30	72	194	714	5	64
(*,(*,(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	30	72	193	720	4	32
(*,(*,(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,*))))));	27	71	192	717	6	512
(*,(*,(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,*))))));	27	71	191	723	5	128
(*,(*,(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,*))))));	27	71	190	729	4	128
(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	66	94	299	165	2	4
(*,((*,*),(*,(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	63	93	297	168	3	16
(*,((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	62	92	294	174	3	8
(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	61	91	290	183	3	8
(*,((*,*),(*,(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))));	58	90	288	186	4	32
(*,((*,*),(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	58	90	287	192	3	16
(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	60	90	285	195	3	8
(*,((*,*),(*,(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))));	57	89	283	198	4	32
(*,((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))));	56	88	280	204	4	16
(*,((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	56	88	278	219	3	8
(*,((*,*),(*,(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	53	87	276	222	4	32
(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	59	89	279	210	3	8
(*,((*,*),(*,(*,(*,((*,*),(*,(*,((*,*),(*,*))))))))));	56	88	277	213	4	32
(*,((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,(*,*))))))))));	55	87	274	219	4	16
(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,(*,*))))))))));	54	86	270	228	4	16
(*,((*,*),(*,(*,(*,((*,*),((*,*),((*,*),(*,*)))))))));	51	85	268	231	5	64
(*,((*,*),(*,(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	51	85	267	237	4	32
(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	54	86	267	255	3	8
(*,((*,*),(*,(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	51	85	265	258	4	32
(*,((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	50	84	262	264	4	16
(*,((*,*),(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	51	85	263	273	3	16
(*,((*,*),(*,(*,(*,((*,(*,(*,*))),((*,*),(*,*))))))));	48	84	261	276	4	32
(*,((*,*),(*,(*,(*,(((*,*),(*,*)),((*,*),(*,*))))))));	45	83	259	279	5	256
(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	58	88	272	228	3	8
(*,((*,*),(*,(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	55	87	270	231	4	32
(*,((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	54	86	267	237	4	16
(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	53	85	263	246	4	16
(*,((*,*),(*,(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	50	84	261	249	5	64
(*,((*,*),(*,(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	50	84	260	255	4	32
(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	52	84	258	258	4	16
(*,((*,*),(*,(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	49	83	256	261	5	64
(*,((*,*),(*,(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	48	82	253	267	5	32
(*,((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	48	82	251	282	4	16
(*,((*,*),(*,(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	45	81	249	285	5	64
(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	52	84	254	300	3	8
(*,((*,*),(*,(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	49	83	252	303	4	32
(*,((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	48	82	249	309	4	16
(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	47	81	245	318	4	16
(*,((*,*),(*,(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	44	80	243	321	5	64
(*,((*,*),(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	44	80	242	327	4	32
(*,((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	48	82	245	345	3	8
(*,((*,*),(*,(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	45	81	243	348	4	32
(*,((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	44	80	240	354	4	16
(*,((*,*),(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	45	81	243	348	4	32
(*,((*,*),(*,(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	42	80	241	351	5	128
(*,((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	41	79	238	357	5	64
