newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,*)))))))));	52	86	285	228	4	16
(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))))));	52	86	283	243	3	8
(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*))))))));	49	85	281	246	4	32
(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))))));	57	89	289	270	2	4
(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))))));	54	88	287	273	3	16
(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))))));	53	87	284	279	3	8
(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,*)))))))));	52	86	280	288	3	8
(*,(*,(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,*))))))));	49	85	278	291	4	32
(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,*))))))));	49	85	277	297	3	16
(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,*)))))))));	54	88	284	300	2	8
(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,*))))))));	51	87	282	303	3	16
(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,*))))))));	50	86	279	309	3	8
(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,*)))))));	54	88	287	273	3	16
(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,*)))))));	51	87	285	276	4	64
(*,(*,(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,*))))))));	48	86	280	306	4	128
(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,*))))))));	47	85	277	312	4	32
(*,(*,(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,*)))))));	50	86	282	282	4	32
(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,*)))))))));	49	85	278	291	4	32
(*,(*,(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,*))))))));	46	84	276	294	5	128
(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,*))))))));	46	84	275	300	4	64
(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,*))))))));	46	84	274	318	4	32
(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	68	96	320	108	2	4
(*,(*,(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	65	95	318	111	3	16
(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	64	94	315	117	3	8
(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	63	93	311	126	3	8
(*,(*,(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,*))))))))));	60	92	309	129	4	32
(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	60	92	308	135	3	16
(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	62	92	306	138	3	8
(*,(*,(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,*))))))))));	59	91	304	141	4	32
(*,(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,*))))))))));	58	90	301	147	4	16
(*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	58	90	299	162	3	8
(*,(*,(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	55	89	297	165	4	32
(*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	61	91	300	153	3	8
(*,(*,(*,((*,*),(*,((*,*),(*,(*,((*,*),(*,*))))))))));	58	90	298	156	4	32
(*,(*,(*,((*,*),(*,((*,*),(*,((*,*),(*,(*,*))))))))));	57	89	295	162	4	16
(*,(*,(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,*))))))))));	56	88	291	171	4	16
(*,(*,(*,((*,*),(*,((*,*),((*,*),((*,*),(*,*)))))))));	53	87	289	174	5	64
(*,(*,(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	53	87	288	180	4	32
(*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	56	88	288	198	3	8
(*,(*,(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	53	87	286	201	4	32
(*,(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	52	86	283	207	4	16
(*,(*,(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	53	87	284	216	3	16
(*,(*,(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,*))))))));	50	86	282	219	4	32
(*,(*,(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,*))))))));	47	85	280	222	5	256
(*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	60	90	293	171	3	8
(*,(*,(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,*))))))))));	57	89	291	174	4	32
(*,(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,*))))))))));	56	88	288	180	4	16
(*,(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,*))))))))));	55	87	284	189	4	16
(*,(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,*)))))))));	52	86	282	192	5	64
(*,(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	52	86	281	198	4	32
(*,(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,*))))))))));	54	86	279	201	4	16
(*,(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,*)))))))));	51	85	277	204	5	64
(*,(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,*)))))))));	50	84	274	210	5	32
(*,(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	50	84	272	225	4	16
(*,(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,*))))))));	47	83	270	228	5	64
(*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	54	86	275	243	3	8
(*,(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	51	85	273	246	4	32
(*,(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	50	84	270	252	4	16
(*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	49	83	266	261	4	16
(*,(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,*))))))));	46	82	264	264	5	64
(*,(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	46	82	263	270	4	32
(*,(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	50	84	266	288	3	8
(*,(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,*))))))));	47	83	264	291	4	32
(*,(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,*))))))));	46	82	261	297	4	16
(*,(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	47	83	264	291	4	32
(*,(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,*)))))));	44	82	262	294	5	128
(*,(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,*))))))));	43	81	259	300	5	64
(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	60	90	287	252	2	4
(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*))))))))));	57	89	285	255	3	16
(*,(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*))))))))));	56	88	282	261	3	8
(*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*))))))))));	55	87	278	270	3	8
(*,(*,(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,*)))))))));	52	86	276	273	4	32
(*,(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*)))))))));	52	86	275	279	3	16
(*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*))))))))));	54	86	273	282	3	8
(*,(*,(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,*)))))))));	51	85	271	285	4	32
(*,(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,*)))))))));	50	84	268	291	4	16
(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*)))))))));	50	84	266	306	3	8
(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*))))))));	47	83	264	309	4	32
(*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))))));	53	85	267	297	3	8
(*,(*,(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,*)))))))));	50	84	265	300	4	32
(*,(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,*)))))))));	49	83	262	306	4	16
(*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,*)))))))));	48	82	258	315	4	16
(*,(*,(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,*))))))));	45	81	256	318	5	64
(*,(*,(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*))))))));	45	81	255	324	4	32
(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))))));	48	82	255	342	3	8
(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*))))))));	45	81	253	345	4	32
(*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*))))))));	44	80	250	351	4	16
(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))))));	45	81	251	360	3	16
(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*)))))));	42	80	249	363	4	32
(*,(*,(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*)))))));	39	79	247	366	5	256
(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*))))))))));	54	86	265	378	2	4
(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*)))))))));	51	85	263	381	3	16
(*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*)))))))));	50	84	260	387	3	8
(*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*)))))))));	49	83	256	396	3	8
(*,(*,(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,*))))))));	46	82	254	399	4	32
(*,(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*))))))));	46	82	253	405	3	16
(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))))));	48	82	251	408	3	8
(*,(*,(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,*))))))));	45	81	249	411	4	32
(*,(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,*))))))));	44	80	246	417	4	16
(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))))));	44	80	244	432	3	8
(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*)))))));	41	79	242	435	4	32
(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*)))))))));	50	84	254	450	2	4
(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*))))))));	47	83	252	453	3	16
(*,(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*))))))));	46	82	249	459	3	8
(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))))));	45	81	245	468	3	8
(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*)))))));	42	80	243	471	4	32
(*,(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))))));	42	80	242	477	3	16
(*,(*,(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*)))))));	47	83	252	453	3	16
(*,(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*)))))));	46	82	249	459	3	8
(*,(*,(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*))))));	51	85	263	381	3	16
(*,(*,(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*))))));	48	84	261	384	4	64
(*,(*,(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*)))))));	44	82	250	456	4	64
(*,(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*)))))));	43	81	247	462	4	32
(*,(*,(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*))))));	47	83	258	390	4	32
(*,(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,*))))))));	43	81	247	462	4	32
(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,*))))))));	42	80	243	471	4	32
(*,(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,*)))))));	39	79	241	474	5	128
(*,(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*)))))));	39	79	240	480	4	64
(*,(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*)))))));	42	80	244	468	4	16
(*,(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*))))));	46	82	254	399	4	32
(*,(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,*))))));	43	81	252	402	5	128
(*,(*,(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*))))));	43	81	251	408	4	64
(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	45	81	249	411	4	32
(*,(*,(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,*))))))));	42	80	247	414	5	128
(*,(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,*))))))));	41	79	244	420	5	64
(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	41	79	242	435	4	32
(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*)))))));	38	78	240	438	5	128
(*,(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*))))))));	41	79	240	477	4	16
(*,(*,(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,*)))))));	38	78	238	480	5	64
(*,(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	38	78	237	486	4	32
(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	67	95	310	135	2	4
(*,(*,((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	64	94	308	138	3	16
(*,(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	63	93	305	144	3	8
(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	62	92	301	153	3	8
(*,(*,((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))));	59	91	299	156	4	32
(*,(*,((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	59	91	298	162	3	16
(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	61	91	296	165	3	8
(*,(*,((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))));	58	90	294	168	4	32
(*,(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))));	57	89	291	174	4	16
(*,(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	57	89	289	189	3	8
(*,(*,((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	54	88	287	192	4	32
(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	60	90	290	180	3	8
(*,(*,((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,*))))))))));	57	89	288	183	4	32
(*,(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,*))))))))));	56	88	285	189	4	16
(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,*))))))))));	55	87	281	198	4	16
(*,(*,((*,*),(*,(*,((*,*),((*,*),((*,*),(*,*)))))))));	52	86	279	201	5	64
(*,(*,((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	52	86	278	207	4	32
(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	55	87	278	225	3	8
(*,(*,((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	52	86	276	228	4	32
(*,(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	51	85	273	234	4	16
(*,(*,((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	52	86	274	243	3	16
(*,(*,((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,*))))))));	49	85	272	246	4	32
(*,(*,((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,*))))))));	46	84	270	249	5	256
(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	59	89	283	198	3	8
(*,(*,((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	56	88	281	201	4	32
(*,(*,((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	55	87	278	207	4	16
(*,(*,((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	54	86	274	216	4	16
(*,(*,((*,*),(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	51	85	272	219	5	64
(*,(*,((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	51	85	271	225	4	32
(*,(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	53	85	269	228	4	16
(*,(*,((*,*),(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	50	84	267	231	5	64
(*,(*,((*,*),(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	49	83	264	237	5	32
(*,(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	49	83	262	252	4	16
(*,(*,((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	46	82	260	255	5	64
(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	53	85	265	270	3	8
(*,(*,((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	50	84	263	273	4	32
(*,(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	49	83	260	279	4	16
(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	48	82	256	288	4	16
(*,(*,((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	45	81	254	291	5	64
(*,(*,((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	45	81	253	297	4	32
