newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,*),((*,*),((*,(*,(*,*))),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	39	91	275	1311	7	1024
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	52	96	288	1260	5	32
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	49	95	286	1263	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	48	94	283	1269	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	47	93	279	1278	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),((*,*),(*,*))))))));	44	92	277	1281	7	256
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	44	92	276	1287	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	46	92	274	1290	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,((*,*),(*,*))))))));	43	91	272	1293	7	256
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,(*,*))))))));	42	90	269	1299	7	128
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	42	90	267	1314	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,(*,*)),((*,*),(*,*)))))));	39	89	265	1317	7	256
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	46	92	270	1332	5	32
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	43	91	268	1335	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	42	90	265	1341	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	41	89	261	1350	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),((*,*),(*,*)))))));	38	88	259	1353	7	256
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	38	88	258	1359	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	42	90	261	1377	5	32
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	39	89	259	1380	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	38	88	256	1386	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	39	89	259	1380	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,((*,*),(*,*))),((*,*),(*,*))))));	36	88	257	1383	7	512
((*,*),((*,*),((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	35	87	254	1389	7	256
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,(*,*))))))))));	54	98	289	1389	4	16
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,((*,*),(*,*)))))))));	51	97	287	1392	5	64
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,(*,*)))))))));	50	96	284	1398	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,(*,*)))))))));	49	95	280	1407	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),((*,*),(*,*))))))));	46	94	278	1410	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,(*,*)),(*,(*,*))))))));	46	94	277	1416	5	64
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,(*,*)))))))));	48	94	275	1419	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,((*,*),(*,*))))))));	45	93	273	1422	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,(*,*))))))));	44	92	270	1428	6	64
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,(*,*))))))));	44	92	268	1443	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,(*,*)),((*,*),(*,*)))))));	41	91	266	1446	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,(*,*)))))))));	47	93	269	1434	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,((*,*),(*,*))))))));	44	92	267	1437	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,(*,*))))))));	43	91	264	1443	6	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,(*,*))))))));	42	90	260	1452	6	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),((*,*),(*,*)))))));	39	89	258	1455	7	256
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),((*,(*,*)),(*,(*,*)))))));	39	89	257	1461	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,(*,*))))))));	42	90	257	1479	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,((*,*),(*,*)))))));	39	89	255	1482	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,(*,*)))))));	38	88	252	1488	6	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,(*,*))),(*,(*,(*,*)))))));	39	89	253	1497	5	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,(*,*))),((*,*),(*,*))))));	36	88	251	1500	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),(((*,*),(*,*)),((*,*),(*,*))))));	33	87	249	1503	7	1024
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,(*,*)))))))));	50	96	276	1494	4	16
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,(*,((*,*),(*,*))))))));	47	95	274	1497	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,(*,*))))))));	46	94	271	1503	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,(*,*))))))));	45	93	267	1512	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),((*,*),(*,*)))))));	42	92	265	1515	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,(*,*)),(*,(*,*)))))));	42	92	264	1521	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,(*,*))))))));	44	92	262	1524	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,((*,*),(*,*)))))));	41	91	260	1527	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,(*,*)))))));	40	90	257	1533	6	64
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,(*,*)))))));	40	90	255	1548	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,(*,*)),((*,*),(*,*))))));	37	89	253	1551	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),(*,(*,((*,*),(*,*)))))));	47	95	274	1497	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,(*,*)))))));	46	94	271	1503	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,(*,*)))))));	45	93	267	1512	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),((*,*),(*,*))))));	42	92	265	1515	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,(*,*)),(*,(*,*))))));	42	92	264	1521	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,(*,(*,*))))))),(*,((*,*),(*,*))))));	51	97	287	1392	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,(*,*))))));	50	96	284	1398	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,(*,(*,(*,*)))))))),((*,*),(*,*)))));	57	101	313	1200	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,((*,*),(*,*))))))),((*,*),(*,*)))));	54	100	311	1203	6	256
((*,*),((*,*),((*,(*,(*,(*,((*,*),(*,*)))))),(*,((*,*),(*,*))))));	48	96	285	1395	6	256
((*,*),((*,*),((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,(*,*))))));	47	95	282	1401	6	128
((*,*),((*,*),((*,(*,(*,(*,((*,*),(*,(*,*))))))),((*,*),(*,*)))));	53	99	308	1209	6	128
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),(*,(*,((*,*),(*,*)))))));	44	94	272	1500	6	256
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,(*,*)))))));	43	93	269	1506	6	128
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,(*,*)))))));	42	92	265	1515	6	128
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),((*,*),(*,*))))));	39	91	263	1518	7	512
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),((*,(*,*)),(*,(*,*))))));	39	91	262	1524	6	256
((*,*),((*,*),((*,(*,(*,((*,*),(*,(*,*)))))),(*,((*,*),(*,*))))));	47	95	282	1401	6	128
((*,*),((*,*),((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,(*,*))))));	46	94	279	1407	6	64
((*,*),((*,*),((*,(*,(*,((*,*),(*,(*,(*,*))))))),((*,*),(*,*)))));	52	98	304	1218	6	128
((*,*),((*,*),((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),(*,*)))));	49	97	302	1221	7	512
((*,*),((*,*),((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,*)))));	49	97	301	1227	6	256
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,(*,*))))))));	43	93	269	1506	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,(*,*))))))));	42	92	265	1515	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),((*,*),(*,*)))))));	39	91	263	1518	7	512
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,((*,(*,*)),(*,(*,*)))))));	39	91	262	1524	6	256
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,(*,*))))))));	41	91	260	1527	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,((*,*),(*,*)))))));	38	90	258	1530	7	512
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,(*,*)))))));	37	89	255	1536	7	256
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,(*,*)))))));	37	89	253	1551	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,(*,*)),((*,*),(*,*))))));	34	88	251	1554	7	512
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,(*,*)))))));	42	92	266	1512	6	64
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,(*,*)))))));	41	91	262	1521	6	64
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),((*,*),(*,*))))));	38	90	260	1524	7	256
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),((*,(*,*)),(*,(*,*))))));	38	90	259	1530	6	128
((*,*),((*,*),((*,(*,((*,*),(*,(*,(*,*)))))),(*,((*,*),(*,*))))));	46	94	278	1410	6	128
((*,*),((*,*),((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,(*,*))))));	45	93	275	1416	6	64
((*,*),((*,*),((*,(*,((*,*),(*,(*,(*,(*,*))))))),((*,*),(*,*)))));	51	97	299	1230	6	128
((*,*),((*,*),((*,(*,((*,*),(*,((*,*),(*,*)))))),((*,*),(*,*)))));	48	96	297	1233	7	512
((*,*),((*,*),((*,(*,((*,*),((*,*),(*,*))))),(*,((*,*),(*,*))))));	43	93	276	1413	7	512
((*,*),((*,*),((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,(*,*))))));	42	92	273	1419	7	256
((*,*),((*,*),((*,(*,((*,*),((*,*),(*,(*,*)))))),((*,*),(*,*)))));	47	95	294	1239	7	256
((*,*),((*,*),((*,(*,((*,(*,*)),(*,(*,*))))),(*,((*,*),(*,*))))));	43	93	275	1419	6	256
((*,*),((*,*),((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,(*,*))))));	42	92	272	1425	6	128
((*,*),((*,*),((*,(*,((*,(*,*)),(*,(*,(*,*)))))),((*,*),(*,*)))));	47	95	292	1254	6	128
((*,*),((*,*),((*,(*,((*,(*,*)),((*,*),(*,*))))),((*,*),(*,*)))));	44	94	290	1257	7	512
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))))));	45	93	273	1422	6	128
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,((*,*),(*,*))))))));	42	92	271	1425	7	512
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,(*,*))))))));	41	91	268	1431	7	256
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,(*,*))))))));	41	91	266	1446	6	128
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,(*,*)),((*,*),(*,*)))))));	38	90	264	1449	7	512
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))))));	44	92	267	1437	6	128
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,((*,*),(*,*))))))));	41	91	265	1440	7	512
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,(*,*))))))));	40	90	262	1446	7	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,(*,*))))))));	39	89	258	1455	7	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),((*,*),((*,*),(*,*)))))));	36	88	256	1458	8	1024
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),((*,(*,*)),(*,(*,*)))))));	36	88	255	1464	7	512
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))))));	39	89	255	1482	6	128
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,((*,*),(*,*)))))));	36	88	253	1485	7	512
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,(*,*)))))));	35	87	250	1491	7	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))))));	36	88	251	1500	6	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,(*,*))),((*,*),(*,*))))));	33	87	249	1503	7	512
((*,*),((*,*),((*,((*,*),(*,*))),(((*,*),(*,*)),((*,*),(*,*))))));	30	86	247	1506	8	4096
((*,*),((*,*),((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,(*,*))))))));	41	91	262	1521	6	64
((*,*),((*,*),((*,((*,*),(*,(*,*)))),(*,((*,*),((*,*),(*,*)))))));	38	90	260	1524	7	256
((*,*),((*,*),((*,((*,*),(*,(*,*)))),(*,((*,(*,*)),(*,(*,*)))))));	38	90	259	1530	6	128
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))))));	40	90	257	1533	6	64
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,((*,*),(*,*)))))));	37	89	255	1536	7	256
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,(*,*)))))));	36	88	252	1542	7	128
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))))));	36	88	250	1557	6	64
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,(*,*)),((*,*),(*,*))))));	33	87	248	1560	7	256
((*,*),((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,(*,*)))))));	40	90	258	1530	6	64
((*,*),((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),((*,*),(*,*))))));	37	89	256	1533	7	256
((*,*),((*,*),((*,((*,*),(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))))));	37	89	255	1539	6	128
((*,*),((*,*),((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,(*,*))))));	44	92	270	1428	6	64
((*,*),((*,*),((*,((*,*),(*,(*,(*,(*,(*,*))))))),((*,*),(*,*)))));	50	96	293	1245	6	128
((*,*),((*,*),((*,((*,*),(*,(*,((*,*),(*,*)))))),((*,*),(*,*)))));	47	95	291	1248	7	512
((*,*),((*,*),((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,(*,*))))));	41	91	268	1431	7	256
((*,*),((*,*),((*,((*,*),(*,((*,*),(*,(*,*)))))),((*,*),(*,*)))));	46	94	288	1254	7	256
((*,*),((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,(*,*)))))));	37	89	256	1533	7	256
((*,*),((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),((*,*),(*,*))))));	34	88	254	1536	8	1024
((*,*),((*,*),((*,((*,*),((*,*),(*,*)))),((*,(*,*)),(*,(*,*))))));	34	88	253	1542	7	512
((*,*),((*,*),((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,(*,*))))));	40	90	265	1437	7	128
((*,*),((*,*),((*,((*,*),((*,*),(*,(*,(*,*)))))),((*,*),(*,*)))));	45	93	284	1263	7	256
((*,*),((*,*),((*,((*,*),((*,*),((*,*),(*,*))))),((*,*),(*,*)))));	42	92	282	1266	8	1024
((*,*),((*,*),((*,((*,*),((*,(*,*)),(*,(*,*))))),((*,*),(*,*)))));	42	92	281	1272	7	512
((*,*),((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	37	89	255	1539	6	128
((*,*),((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),((*,*),(*,*))))));	34	88	253	1542	7	512
((*,*),((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	34	88	252	1548	6	256
((*,*),((*,*),((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,(*,*))))));	40	90	263	1452	6	64
((*,*),((*,*),((*,((*,(*,*)),(*,(*,(*,(*,*)))))),((*,*),(*,*)))));	45	93	281	1290	6	128
((*,*),((*,*),((*,((*,(*,*)),(*,((*,*),(*,*))))),((*,*),(*,*)))));	42	92	279	1293	7	512
((*,*),((*,*),((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,(*,*))))));	37	89	261	1455	7	256
((*,*),((*,*),((*,((*,(*,*)),((*,*),(*,(*,*))))),((*,*),(*,*)))));	41	91	276	1299	7	256
((*,*),((*,*),((*,((*,(*,(*,*))),(*,(*,(*,*))))),((*,*),(*,*)))));	42	92	277	1308	6	256
((*,*),((*,*),((*,((*,(*,(*,*))),((*,*),(*,*)))),((*,*),(*,*)))));	39	91	275	1311	7	512
((*,*),((*,*),((*,(((*,*),(*,*)),((*,*),(*,*)))),((*,*),(*,*)))));	36	90	273	1314	8	4096
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	49	95	286	1263	6	128
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	46	94	284	1266	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	45	93	281	1272	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	44	92	277	1281	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))))));	41	91	275	1284	8	1024
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	41	91	274	1290	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	43	91	272	1293	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))))));	40	90	270	1296	8	1024
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))))));	39	89	267	1302	8	512
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	39	89	265	1317	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))))));	36	88	263	1320	8	1024
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	43	91	268	1335	6	128
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	40	90	266	1338	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	39	89	263	1344	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	38	88	259	1353	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))))));	35	87	257	1356	8	1024
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	35	87	256	1362	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	39	89	259	1380	6	128
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	36	88	257	1383	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	35	87	254	1389	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	36	88	257	1383	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))))));	33	87	255	1386	8	2048
((*,*),((*,*),(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	32	86	252	1392	8	1024
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))))));	43	91	264	1443	6	64
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,((*,*),(*,*))))))));	40	90	262	1446	7	256
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,(*,*))))))));	39	89	259	1452	7	128
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,(*,*))))))));	38	88	255	1461	7	128
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),((*,*),(*,*)))))));	35	87	253	1464	8	512
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*)))))));	35	87	252	1470	7	256
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))))));	38	88	252	1488	6	64
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*)))))));	35	87	250	1491	7	256
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*)))))));	34	86	247	1497	7	128
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))))));	35	87	248	1506	6	128
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*))))));	32	86	246	1509	7	256
((*,*),((*,*),(((*,*),(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*))))));	29	85	244	1512	8	2048
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))))));	39	89	253	1542	6	64
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*)))))));	36	88	251	1545	7	256
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*)))))));	35	87	248	1551	7	128
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))))));	35	87	246	1566	6	64
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*))))));	32	86	244	1569	7	256
((*,*),((*,*),(((*,*),(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*))))));	36	88	251	1545	7	256
((*,*),((*,*),(((*,*),(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))))));	36	88	250	1551	6	128
((*,*),((*,*),(((*,*),(*,((*,*),(*,*)))),((*,*),((*,*),(*,*))))));	33	87	249	1548	8	1024
((*,*),((*,*),(((*,*),(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*))))));	33	87	248	1554	7	512
((*,*),((*,*),(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,(*,*)))))));	32	86	246	1554	8	512
((*,*),((*,*),(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	32	86	244	1569	7	256
((*,*),((*,*),(((*,*),((*,*),(*,*))),((*,(*,*)),((*,*),(*,*))))));	29	85	242	1572	8	1024
((*,*),((*,*),(((*,*),((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	32	86	245	1560	7	256
((*,*),((*,*),(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	32	86	243	1575	6	128
((*,*),((*,*),(((*,(*,*)),(*,(*,*))),((*,(*,*)),((*,*),(*,*))))));	29	85	241	1578	7	512
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	78	116	396	909	3	8
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,((*,*),(*,*))))))))))));	75	115	394	912	4	32
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,((*,*),(*,(*,*))))))))))));	74	114	391	918	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),(*,(*,(*,*))))))))))));	73	113	387	927	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),((*,*),(*,*)))))))))));	70	112	385	930	5	64
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,*)))))))))));	70	112	384	936	4	32
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,(*,(*,(*,*))))))))))));	72	112	382	939	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,((*,*),(*,*)))))))))));	69	111	380	942	5	64
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,*)))))))))));	68	110	377	948	5	32
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,*)))))))))));	68	110	375	963	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,*))))))))));	65	109	373	966	5	64
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))))));	71	111	376	954	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))))));	68	110	374	957	5	64
