newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*))))));	20	52	95	345	5	64
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))));	20	52	94	351	4	32
((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))));	22	52	92	354	4	16
((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*))))));	19	51	90	357	5	64
((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*))))));	18	50	87	363	5	32
((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))));	18	50	85	378	4	16
((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))));	15	49	83	381	5	64
((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))));	23	53	91	405	3	8
((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))));	20	52	89	408	4	32
((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))));	19	51	86	414	4	16
((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))));	18	50	82	423	4	16
((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*)))));	15	49	80	426	5	64
((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))));	15	49	79	432	4	32
((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))));	20	52	86	435	3	16
((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))));	17	51	84	438	4	32
((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))));	16	50	81	444	4	16
((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))));	20	52	89	408	4	32
((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*))));	17	51	87	411	5	128
((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*)))));	14	50	82	441	5	256
((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*)))));	13	49	79	447	5	64
((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*))));	16	50	84	417	5	64
((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))));	15	49	80	426	5	64
((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*)))));	12	48	78	429	6	256
((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))));	12	48	77	435	5	128
((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))));	12	48	76	453	5	64
((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))));	35	61	124	324	2	4
((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*))))))));	32	60	122	327	3	16
((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*))))))));	31	59	119	333	3	8
((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*))))))));	30	58	115	342	3	8
((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*)))))));	27	57	113	345	4	32
((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*)))))));	27	57	112	351	3	16
((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*))))))));	29	57	110	354	3	8
((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*)))))));	26	56	108	357	4	32
((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*)))))));	25	55	105	363	4	16
((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*)))))));	25	55	103	378	3	8
((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*))))));	22	54	101	381	4	32
((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*))))))));	28	56	104	369	3	8
((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*)))))));	25	55	102	372	4	32
((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*)))))));	24	54	99	378	4	16
((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*)))))));	23	53	95	387	4	16
((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*))))));	20	52	93	390	5	64
((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*))))));	20	52	92	396	4	32
((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*)))))));	23	53	92	414	3	8
((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*))))));	20	52	90	417	4	32
((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*))))));	19	51	87	423	4	16
((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*))))));	20	52	88	432	3	16
((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*)))));	17	51	86	435	4	32
((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*)))));	14	50	84	438	5	256
((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))));	27	55	97	387	3	8
((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))));	24	54	95	390	4	32
((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))));	23	53	92	396	4	16
((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))));	22	52	88	405	4	16
((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))));	19	51	86	408	5	64
((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))));	19	51	85	414	4	32
((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))));	21	51	83	417	4	16
((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))));	18	50	81	420	5	64
((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))));	17	49	78	426	5	32
((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))));	17	49	76	441	4	16
((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))));	14	48	74	444	5	64
((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))));	21	51	79	459	3	8
((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))));	18	50	77	462	4	32
((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))));	17	49	74	468	4	16
((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))));	16	48	70	477	4	16
((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))));	13	47	68	480	5	64
((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))));	13	47	67	486	4	32
((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))));	17	49	70	504	3	8
((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))));	14	48	68	507	4	32
((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))));	13	47	65	513	4	16
((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))));	14	48	68	507	4	32
((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))));	11	47	66	510	5	128
((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))));	10	46	63	516	5	64
((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*))))))));	28	56	94	504	2	4
((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*)))))));	25	55	92	507	3	16
((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*)))))));	24	54	89	513	3	8
((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*)))))));	23	53	85	522	3	8
((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*))))));	20	52	83	525	4	32
((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*))))));	20	52	82	531	3	16
((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))));	22	52	80	534	3	8
((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*))))));	19	51	78	537	4	32
((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,*))))));	18	50	75	543	4	16
((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,*))))));	18	50	73	558	3	8
((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,*)))));	15	49	71	561	4	32
((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))));	21	51	74	549	3	8
((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,*))))));	18	50	72	552	4	32
((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,*))))));	17	49	69	558	4	16
((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,*))))));	16	48	65	567	4	16
((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,*)))));	13	47	63	570	5	64
((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*)))));	13	47	62	576	4	32
((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))));	16	48	62	594	3	8
((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*)))));	13	47	60	597	4	32
((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*)))));	12	46	57	603	4	16
((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))));	13	47	58	612	3	16
((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*))));	10	46	56	615	4	32
((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*))));	7	45	54	618	5	256
((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,*)))))));	23	53	76	630	2	4
((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,*))))));	20	52	74	633	3	16
((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,*))))));	19	51	71	639	3	8
((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,*))))));	18	50	67	648	3	8
((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,*)))));	15	49	65	651	4	32
((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,*)))));	15	49	64	657	3	16
((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))));	17	49	62	660	3	8
((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*)))));	14	48	60	663	4	32
((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*)))));	13	47	57	669	4	16
((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))));	13	47	55	684	3	8
((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*))));	10	46	53	687	4	32
((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,*))))));	20	52	70	675	2	8
((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,*)))));	17	51	68	678	3	16
((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,*)))));	16	50	65	684	3	8
((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,*)))));	15	49	61	693	3	8
((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*))));	12	48	59	696	4	32
((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))));	12	48	58	702	3	16
((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,*))));	20	52	74	633	3	16
((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,*))));	19	51	71	639	3	8
((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,*)));	25	55	92	507	3	16
((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,*)));	22	54	90	510	4	64
((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,*))));	17	51	72	636	4	64
((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,*))));	16	50	69	642	4	32
((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,*)));	21	53	87	516	4	32
((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,*)))));	14	50	66	681	4	128
((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,*)))));	13	49	63	687	4	32
((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,*)))));	12	48	59	696	4	32
((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,*))));	9	47	57	699	5	128
((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*))));	9	47	56	705	4	64
((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,*))));	16	50	69	642	4	32
((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,*))));	15	49	66	648	4	16
((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,*)));	20	52	83	525	4	32
((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,*)));	17	51	81	528	5	128
((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,*)));	17	51	80	534	4	64
((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,*))))));	15	49	65	651	4	32
((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,*)))));	12	48	63	654	5	128
((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,*)))));	12	48	62	660	4	64
((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,*))))));	14	48	60	663	4	32
((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,*)))));	11	47	58	666	5	128
((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,*)))));	10	46	55	672	5	64
((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*)))));	10	46	53	687	4	32
((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,*))));	7	45	51	690	5	128
((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,*)))));	12	48	60	693	4	32
((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,*)))));	11	47	56	702	4	16
((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,*))));	8	46	54	705	5	64
((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*))));	8	46	53	711	4	32
((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,*))));	14	48	62	657	4	16
((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,*)));	19	51	78	537	4	32
((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,*)));	16	50	76	540	5	128
((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,*))));	11	47	60	660	5	64
((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,*)));	15	49	73	546	5	64
((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,*))));	11	47	59	666	4	32
((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,*)));	15	49	71	561	4	32
((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,*)));	12	48	69	564	5	128
(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,*)))))));	18	50	72	552	4	32
(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,*))))));	15	49	70	555	5	128
(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,*))))));	14	48	67	561	5	64
(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,*))))));	13	47	63	570	5	64
(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,*)))));	10	46	61	573	6	256
(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,*)))));	10	46	60	579	5	128
(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,*))))));	13	47	60	597	4	32
(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,*)))));	10	46	58	600	5	128
(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,*)))));	9	45	55	606	5	64
(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,*)))));	10	46	56	615	4	64
(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,*))));	7	45	54	618	5	128
(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,*))));	4	44	52	621	6	1024
(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,*))))));	13	47	57	669	4	16
(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,*)))));	10	46	55	672	5	64
(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,*)))));	9	45	52	678	5	32
(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))));	9	45	50	693	4	16
(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,*))));	6	44	48	696	5	64
(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,*)))));	10	46	52	711	4	32
(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,*))));	7	45	50	714	5	64
(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,*))));	7	45	49	720	4	32
(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,*))));	4	44	48	717	6	512
(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,*))));	4	44	47	723	5	128
(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,*))));	4	44	46	729	4	128
