newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,*),(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))));	30	64	144	438	4	32
((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))));	29	63	141	444	4	16
((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,(*,*)))))));	28	62	137	453	4	16
((*,*),(*,((*,(*,(*,*))),((*,*),((*,*),(*,*))))));	25	61	135	456	5	64
((*,*),(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,*))))));	25	61	134	462	4	32
((*,*),(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,*)))))));	30	64	141	465	3	16
((*,*),(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,*))))));	27	63	139	468	4	32
((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,*))))));	26	62	136	474	4	16
((*,*),(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,*)))));	30	64	144	438	4	32
((*,*),(*,((*,(*,((*,*),(*,*)))),((*,*),(*,*)))));	27	63	142	441	5	128
((*,*),(*,((*,((*,*),(*,*))),(*,((*,*),(*,*))))));	24	62	137	471	5	256
((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,(*,*))))));	23	61	134	477	5	64
((*,*),(*,((*,((*,*),(*,(*,*)))),((*,*),(*,*)))));	26	62	139	447	5	64
((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,(*,*)))))));	25	61	135	456	5	64
((*,*),(*,(((*,*),(*,*)),((*,*),((*,*),(*,*))))));	22	60	133	459	6	256
((*,*),(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,*))))));	22	60	132	465	5	128
((*,*),(*,(((*,*),(*,(*,*))),((*,*),(*,(*,*))))));	22	60	131	483	5	64
((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,(*,*))))))))));	44	72	177	273	3	8
((*,*),((*,*),(*,(*,(*,(*,(*,((*,*),(*,*)))))))));	41	71	175	276	4	32
((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,(*,*)))))))));	40	70	172	282	4	16
((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,(*,*)))))))));	39	69	168	291	4	16
((*,*),((*,*),(*,(*,(*,((*,*),((*,*),(*,*))))))));	36	68	166	294	5	64
((*,*),((*,*),(*,(*,(*,((*,(*,*)),(*,(*,*))))))));	36	68	165	300	4	32
((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,(*,*)))))))));	38	68	163	303	4	16
((*,*),((*,*),(*,(*,((*,*),(*,((*,*),(*,*))))))));	35	67	161	306	5	64
((*,*),((*,*),(*,(*,((*,*),((*,*),(*,(*,*))))))));	34	66	158	312	5	32
((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,(*,*))))))));	34	66	156	327	4	16
((*,*),((*,*),(*,(*,((*,(*,*)),((*,*),(*,*)))))));	31	65	154	330	5	64
((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,(*,*)))))))));	37	67	157	318	4	16
((*,*),((*,*),(*,((*,*),(*,(*,((*,*),(*,*))))))));	34	66	155	321	5	64
((*,*),((*,*),(*,((*,*),(*,((*,*),(*,(*,*))))))));	33	65	152	327	5	32
((*,*),((*,*),(*,((*,*),((*,*),(*,(*,(*,*))))))));	32	64	148	336	5	32
((*,*),((*,*),(*,((*,*),((*,*),((*,*),(*,*)))))));	29	63	146	339	6	128
((*,*),((*,*),(*,((*,*),((*,(*,*)),(*,(*,*)))))));	29	63	145	345	5	64
((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,(*,*))))))));	32	64	145	363	4	16
((*,*),((*,*),(*,((*,(*,*)),(*,((*,*),(*,*)))))));	29	63	143	366	5	64
((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,(*,*)))))));	28	62	140	372	5	32
((*,*),((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*)))))));	29	63	141	381	4	32
((*,*),((*,*),(*,((*,(*,(*,*))),((*,*),(*,*))))));	26	62	139	384	5	64
((*,*),((*,*),(*,(((*,*),(*,*)),((*,*),(*,*))))));	23	61	137	387	6	512
((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,(*,*)))))))));	36	66	150	336	4	16
((*,*),((*,*),((*,*),(*,(*,(*,((*,*),(*,*))))))));	33	65	148	339	5	64
((*,*),((*,*),((*,*),(*,(*,((*,*),(*,(*,*))))))));	32	64	145	345	5	32
((*,*),((*,*),((*,*),(*,((*,*),(*,(*,(*,*))))))));	31	63	141	354	5	32
((*,*),((*,*),((*,*),(*,((*,*),((*,*),(*,*)))))));	28	62	139	357	6	128
((*,*),((*,*),((*,*),(*,((*,(*,*)),(*,(*,*)))))));	28	62	138	363	5	64
((*,*),((*,*),((*,*),((*,*),(*,(*,(*,(*,*))))))));	30	62	136	366	5	32
((*,*),((*,*),((*,*),((*,*),(*,((*,*),(*,*)))))));	27	61	134	369	6	128
((*,*),((*,*),((*,*),((*,*),((*,*),(*,(*,*)))))));	26	60	131	375	6	64
((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,(*,*)))))));	26	60	129	390	5	32
((*,*),((*,*),((*,*),((*,(*,*)),((*,*),(*,*))))));	23	59	127	393	6	128
((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*))))))));	30	62	132	408	4	16
((*,*),((*,*),((*,(*,*)),(*,(*,((*,*),(*,*)))))));	27	61	130	411	5	64
((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,(*,*)))))));	26	60	127	417	5	32
((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,(*,*)))))));	25	59	123	426	5	32
((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,*))))));	22	58	121	429	6	128
((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*))))));	22	58	120	435	5	64
((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*)))))));	26	60	123	453	4	16
((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,*))))));	23	59	121	456	5	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,*))))));	22	58	118	462	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*)))));	23	59	121	456	5	64
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,*)))));	20	58	119	459	6	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,*))))));	19	57	116	465	6	128
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*)))))))));	36	66	144	417	3	8
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*))))))));	33	65	142	420	4	32
((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*))))))));	32	64	139	426	4	16
((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*))))))));	31	63	135	435	4	16
((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,*)))))));	28	62	133	438	5	64
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*)))))));	28	62	132	444	4	32
((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*))))))));	30	62	130	447	4	16
((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,*)))))));	27	61	128	450	5	64
((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,*)))))));	26	60	125	456	5	32
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*)))))));	26	60	123	471	4	16
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*))))));	23	59	121	474	5	64
((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))));	29	61	124	462	4	16
((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,*)))))));	26	60	122	465	5	64
((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,(*,*)))))));	25	59	119	471	5	32
((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,(*,*)))))));	24	58	115	480	5	32
((*,*),((*,(*,*)),((*,*),((*,*),((*,*),(*,*))))));	21	57	113	483	6	128
((*,*),((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*))))));	21	57	112	489	5	64
((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))));	24	58	112	507	4	16
((*,*),((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*))))));	21	57	110	510	5	64
((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*))))));	20	56	107	516	5	32
((*,*),((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))));	21	57	108	525	4	32
((*,*),((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*)))));	18	56	106	528	5	64
((*,*),((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*)))));	15	55	104	531	6	512
((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*))))))));	30	62	122	543	3	8
((*,*),((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*)))))));	27	61	120	546	4	32
((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*)))))));	26	60	117	552	4	16
((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*)))))));	25	59	113	561	4	16
((*,*),((*,(*,(*,*))),(*,((*,*),((*,*),(*,*))))));	22	58	111	564	5	64
((*,*),((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*))))));	22	58	110	570	4	32
((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))));	24	58	108	573	4	16
((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),(*,*))))));	21	57	106	576	5	64
((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,(*,*))))));	20	56	103	582	5	32
((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))));	20	56	101	597	4	16
((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*)))));	17	55	99	600	5	64
((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*)))))));	26	60	111	615	3	8
((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*))))));	23	59	109	618	4	32
((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*))))));	22	58	106	624	4	16
((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))));	21	57	102	633	4	16
((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*)))));	18	56	100	636	5	64
((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))));	18	56	99	642	4	32
((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*)))));	23	59	109	618	4	32
((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*)))));	22	58	106	624	4	16
((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*))));	27	61	120	546	4	32
((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*))));	24	60	118	549	5	128
((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*)))));	20	58	107	621	5	128
((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*)))));	19	57	104	627	5	64
((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*))));	23	59	115	555	5	64
((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,(*,*))))));	19	57	104	627	5	64
((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,(*,*))))));	18	56	100	636	5	64
((*,*),((*,((*,*),(*,*))),((*,*),((*,*),(*,*)))));	15	55	98	639	6	256
((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*)))));	15	55	97	645	5	128
((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*)))));	18	56	101	633	5	32
((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*))));	22	58	111	564	5	64
((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),(*,*))));	19	57	109	567	6	256
((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*))));	19	57	108	573	5	128
((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*)))))));	21	57	106	576	5	64
((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),(*,*))))));	18	56	104	579	6	256
((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,(*,*))))));	17	55	101	585	6	128
((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*))))));	17	55	99	600	5	64
((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*)))));	14	54	97	603	6	256
((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*))))));	17	55	97	642	5	32
((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),(*,*)))));	14	54	95	645	6	128
((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*)))));	14	54	94	651	5	64
((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))));	44	72	169	405	2	4
((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))));	41	71	167	408	3	16
((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))));	40	70	164	414	3	8
((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))));	39	69	160	423	3	8
((*,(*,*)),(*,(*,(*,(*,((*,*),((*,*),(*,*))))))));	36	68	158	426	4	32
((*,(*,*)),(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))));	36	68	157	432	3	16
((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))));	38	68	155	435	3	8
((*,(*,*)),(*,(*,(*,((*,*),(*,((*,*),(*,*))))))));	35	67	153	438	4	32
((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,(*,*))))))));	34	66	150	444	4	16
((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))));	34	66	148	459	3	8
((*,(*,*)),(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))));	31	65	146	462	4	32
((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))));	37	67	149	450	3	8
((*,(*,*)),(*,(*,((*,*),(*,(*,((*,*),(*,*))))))));	34	66	147	453	4	32
((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,(*,*))))))));	33	65	144	459	4	16
((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,(*,*))))))));	32	64	140	468	4	16
((*,(*,*)),(*,(*,((*,*),((*,*),((*,*),(*,*)))))));	29	63	138	471	5	64
((*,(*,*)),(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))));	29	63	137	477	4	32
((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))));	32	64	137	495	3	8
((*,(*,*)),(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))));	29	63	135	498	4	32
((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))));	28	62	132	504	4	16
((*,(*,*)),(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))));	29	63	133	513	3	16
((*,(*,*)),(*,(*,((*,(*,(*,*))),((*,*),(*,*))))));	26	62	131	516	4	32
((*,(*,*)),(*,(*,(((*,*),(*,*)),((*,*),(*,*))))));	23	61	129	519	5	256
((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))));	36	66	142	468	3	8
((*,(*,*)),(*,((*,*),(*,(*,(*,((*,*),(*,*))))))));	33	65	140	471	4	32
((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,(*,*))))))));	32	64	137	477	4	16
((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,(*,*))))))));	31	63	133	486	4	16
((*,(*,*)),(*,((*,*),(*,((*,*),((*,*),(*,*)))))));	28	62	131	489	5	64
((*,(*,*)),(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))));	28	62	130	495	4	32
((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,(*,*))))))));	30	62	128	498	4	16
((*,(*,*)),(*,((*,*),((*,*),(*,((*,*),(*,*)))))));	27	61	126	501	5	64
((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,(*,*)))))));	26	60	123	507	5	32
((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))));	26	60	121	522	4	16
((*,(*,*)),(*,((*,*),((*,(*,*)),((*,*),(*,*))))));	23	59	119	525	5	64
((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))));	30	62	124	540	3	8
((*,(*,*)),(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))));	27	61	122	543	4	32
((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))));	26	60	119	549	4	16
((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))));	25	59	115	558	4	16
((*,(*,*)),(*,((*,(*,*)),((*,*),((*,*),(*,*))))));	22	58	113	561	5	64
((*,(*,*)),(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))));	22	58	112	567	4	32
((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))));	26	60	115	585	3	8
((*,(*,*)),(*,((*,(*,(*,*))),(*,((*,*),(*,*))))));	23	59	113	588	4	32
((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,(*,*))))));	22	58	110	594	4	16
((*,(*,*)),(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))));	23	59	113	588	4	32
((*,(*,*)),(*,((*,((*,*),(*,*))),((*,*),(*,*)))));	20	58	111	591	5	128
((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,(*,*))))));	19	57	108	597	5	64
((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))));	35	65	134	489	3	8
((*,(*,*)),((*,*),(*,(*,(*,(*,((*,*),(*,*))))))));	32	64	132	492	4	32
((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,(*,*))))))));	31	63	129	498	4	16
((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,(*,*))))))));	30	62	125	507	4	16
((*,(*,*)),((*,*),(*,(*,((*,*),((*,*),(*,*)))))));	27	61	123	510	5	64
((*,(*,*)),((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))));	27	61	122	516	4	32
((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,(*,*))))))));	29	61	120	519	4	16
((*,(*,*)),((*,*),(*,((*,*),(*,((*,*),(*,*)))))));	26	60	118	522	5	64
((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,(*,*)))))));	25	59	115	528	5	32
((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))));	25	59	113	543	4	16
((*,(*,*)),((*,*),(*,((*,(*,*)),((*,*),(*,*))))));	22	58	111	546	5	64
((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,(*,*))))))));	28	60	114	534	4	16
((*,(*,*)),((*,*),((*,*),(*,(*,((*,*),(*,*)))))));	25	59	112	537	5	64
((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,(*,*)))))));	24	58	109	543	5	32
((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,(*,*)))))));	23	57	105	552	5	32
((*,(*,*)),((*,*),((*,*),((*,*),((*,*),(*,*))))));	20	56	103	555	6	128
((*,(*,*)),((*,*),((*,*),((*,(*,*)),(*,(*,*))))));	20	56	102	561	5	64
((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))));	23	57	102	579	4	16
((*,(*,*)),((*,*),((*,(*,*)),(*,((*,*),(*,*))))));	20	56	100	582	5	64
((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,(*,*))))));	19	55	97	588	5	32
((*,(*,*)),((*,*),((*,(*,(*,*))),(*,(*,(*,*))))));	20	56	98	597	4	32
((*,(*,*)),((*,*),((*,(*,(*,*))),((*,*),(*,*)))));	17	55	96	600	5	64
((*,(*,*)),((*,*),(((*,*),(*,*)),((*,*),(*,*)))));	14	54	94	603	6	512
((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))));	28	60	109	594	3	8
((*,(*,*)),((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))));	25	59	107	597	4	32
((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))));	24	58	104	603	4	16
((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))));	23	57	100	612	4	16
((*,(*,*)),((*,(*,*)),(*,((*,*),((*,*),(*,*))))));	20	56	98	615	5	64
((*,(*,*)),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))));	20	56	97	621	4	32
((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))));	22	56	95	624	4	16
((*,(*,*)),((*,(*,*)),((*,*),(*,((*,*),(*,*))))));	19	55	93	627	5	64
((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,(*,*))))));	18	54	90	633	5	32
((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))));	18	54	88	648	4	16
((*,(*,*)),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))));	15	53	86	651	5	64
((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))));	23	57	94	675	3	8
((*,(*,*)),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))));	20	56	92	678	4	32
((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))));	19	55	89	684	4	16
((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))));	18	54	85	693	4	16
((*,(*,*)),((*,(*,(*,*))),((*,*),((*,*),(*,*)))));	15	53	83	696	5	64
((*,(*,*)),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))));	15	53	82	702	4	32
((*,(*,*)),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))));	20	56	89	705	3	16
((*,(*,*)),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))));	17	55	87	708	4	32
((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))));	16	54	84	714	4	16
((*,(*,*)),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))));	20	56	92	678	4	32
((*,(*,*)),((*,(*,((*,*),(*,*)))),((*,*),(*,*))));	17	55	90	681	5	128
((*,(*,*)),((*,((*,*),(*,*))),(*,((*,*),(*,*)))));	14	54	85	711	5	256
((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,(*,*)))));	13	53	82	717	5	64
((*,(*,*)),((*,((*,*),(*,(*,*)))),((*,*),(*,*))));	16	54	87	687	5	64
((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))));	15	53	83	696	5	64
((*,(*,*)),(((*,*),(*,*)),((*,*),((*,*),(*,*)))));	12	52	81	699	6	256
((*,(*,*)),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))));	12	52	80	705	5	128
((*,(*,*)),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))));	12	52	79	723	5	64
((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))));	36	66	130	648	2	4
((*,(*,(*,*))),(*,(*,(*,(*,(*,((*,*),(*,*))))))));	33	65	128	651	3	16
((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,(*,*))))))));	32	64	125	657	3	8
((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,(*,*))))))));	31	63	121	666	3	8
((*,(*,(*,*))),(*,(*,(*,((*,*),((*,*),(*,*)))))));	28	62	119	669	4	32
((*,(*,(*,*))),(*,(*,(*,((*,(*,*)),(*,(*,*)))))));	28	62	118	675	3	16
((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,(*,*))))))));	30	62	116	678	3	8
((*,(*,(*,*))),(*,(*,((*,*),(*,((*,*),(*,*)))))));	27	61	114	681	4	32
((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,(*,*)))))));	26	60	111	687	4	16
((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,(*,*)))))));	26	60	109	702	3	8
((*,(*,(*,*))),(*,(*,((*,(*,*)),((*,*),(*,*))))));	23	59	107	705	4	32
((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,(*,*))))))));	29	61	110	693	3	8
((*,(*,(*,*))),(*,((*,*),(*,(*,((*,*),(*,*)))))));	26	60	108	696	4	32
((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,(*,*)))))));	25	59	105	702	4	16
((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,(*,*)))))));	24	58	101	711	4	16
((*,(*,(*,*))),(*,((*,*),((*,*),((*,*),(*,*))))));	21	57	99	714	5	64
((*,(*,(*,*))),(*,((*,*),((*,(*,*)),(*,(*,*))))));	21	57	98	720	4	32
((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,(*,*)))))));	24	58	98	738	3	8
((*,(*,(*,*))),(*,((*,(*,*)),(*,((*,*),(*,*))))));	21	57	96	741	4	32
((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,(*,*))))));	20	56	93	747	4	16
((*,(*,(*,*))),(*,((*,(*,(*,*))),(*,(*,(*,*))))));	21	57	94	756	3	16
((*,(*,(*,*))),(*,((*,(*,(*,*))),((*,*),(*,*)))));	18	56	92	759	4	32
((*,(*,(*,*))),(*,(((*,*),(*,*)),((*,*),(*,*)))));	15	55	90	762	5	256
((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,(*,*))))))));	28	60	103	711	3	8
((*,(*,(*,*))),((*,*),(*,(*,(*,((*,*),(*,*)))))));	25	59	101	714	4	32
((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,(*,*)))))));	24	58	98	720	4	16
((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,(*,*)))))));	23	57	94	729	4	16
((*,(*,(*,*))),((*,*),(*,((*,*),((*,*),(*,*))))));	20	56	92	732	5	64
((*,(*,(*,*))),((*,*),(*,((*,(*,*)),(*,(*,*))))));	20	56	91	738	4	32
((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,(*,*)))))));	22	56	89	741	4	16
((*,(*,(*,*))),((*,*),((*,*),(*,((*,*),(*,*))))));	19	55	87	744	5	64
((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,(*,*))))));	18	54	84	750	5	32
((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,(*,*))))));	18	54	82	765	4	16
((*,(*,(*,*))),((*,*),((*,(*,*)),((*,*),(*,*)))));	15	53	80	768	5	64
((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,(*,*)))))));	22	56	85	783	3	8
((*,(*,(*,*))),((*,(*,*)),(*,(*,((*,*),(*,*))))));	19	55	83	786	4	32
((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,(*,*))))));	18	54	80	792	4	16
((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,(*,*))))));	17	53	76	801	4	16
((*,(*,(*,*))),((*,(*,*)),((*,*),((*,*),(*,*)))));	14	52	74	804	5	64
((*,(*,(*,*))),((*,(*,*)),((*,(*,*)),(*,(*,*)))));	14	52	73	810	4	32
((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,(*,*))))));	18	54	76	828	3	8
((*,(*,(*,*))),((*,(*,(*,*))),(*,((*,*),(*,*)))));	15	53	74	831	4	32
((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,(*,*)))));	14	52	71	837	4	16
((*,(*,(*,*))),((*,(*,(*,(*,*)))),((*,*),(*,*))));	15	53	74	831	4	32
((*,(*,(*,*))),((*,((*,*),(*,*))),((*,*),(*,*))));	12	52	72	834	5	128
((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,(*,*)))));	11	51	69	840	5	64
