newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,(*,(*,(*,*)))));	10	20	20	0	1	2
(*,(*,((*,*),(*,*))));	7	19	18	3	2	8
(*,((*,*),(*,(*,*))));	6	18	15	9	2	4
((*,*),(*,(*,(*,*))));	5	17	11	18	2	4
((*,*),((*,*),(*,*)));	2	16	9	21	3	16
((*,(*,*)),(*,(*,*)));	2	16	8	27	2	8
