newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))))));	69	105	396	189	3	8
(*,(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))))));	70	106	399	183	3	16
(*,(*,(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,*)))))))));	67	105	397	186	4	64
(*,(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))))));	66	104	394	192	4	32
(*,(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	82	112	420	84	2	4
(*,(*,(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))))));	79	111	418	87	3	16
(*,(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))))));	78	110	415	93	3	8
(*,(*,(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))))));	77	109	411	102	3	8
(*,(*,(*,(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,*)))))))))));	74	108	409	105	4	32
(*,(*,(*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))))));	74	108	408	111	3	16
(*,(*,(*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))))));	76	108	406	114	3	8
(*,(*,(*,(*,(*,((*,*),(*,((*,*),(*,((*,*),(*,*)))))))))));	73	107	404	117	4	32
(*,(*,(*,(*,(*,((*,*),(*,((*,*),((*,*),(*,(*,*)))))))))));	72	106	401	123	4	16
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))))));	72	106	399	138	3	8
(*,(*,(*,(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,*))))))))));	69	105	397	141	4	32
(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))))));	75	107	400	129	3	8
(*,(*,(*,(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,*)))))))))));	72	106	398	132	4	32
(*,(*,(*,(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,*)))))))))));	71	105	395	138	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,*)))))))))));	70	104	391	147	4	16
(*,(*,(*,(*,(*,((*,*),((*,*),((*,*),((*,*),(*,*))))))))));	67	103	389	150	5	64
(*,(*,(*,(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,*))))))))));	67	103	388	156	4	32
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))))));	70	104	388	174	3	8
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,*))))))))));	67	103	386	177	4	32
(*,(*,(*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,*))))))))));	66	102	383	183	4	16
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))))));	67	103	384	192	3	16
(*,(*,(*,(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,*)))))))));	64	102	382	195	4	32
(*,(*,(*,(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,*)))))))));	61	101	380	198	5	256
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))))));	75	107	395	189	2	4
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))))));	72	106	393	192	3	16
(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))))));	71	105	390	198	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))))));	70	104	386	207	3	8
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,*))))))))));	67	103	384	210	4	32
(*,(*,(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))))));	67	103	383	216	3	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))))));	69	103	381	219	3	8
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,*))))))))));	66	102	379	222	4	32
(*,(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,*))))))))));	65	101	376	228	4	16
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))))));	65	101	374	243	3	8
(*,(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))))));	62	100	372	246	4	32
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))))));	70	104	380	270	2	4
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))))));	67	103	378	273	3	16
(*,(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))))));	66	102	375	279	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))))));	65	101	371	288	3	8
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,*)))))))));	62	100	369	291	4	32
(*,(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))))));	62	100	368	297	3	16
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))))));	67	103	375	300	2	8
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))))));	64	102	373	303	3	16
(*,(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))))));	63	101	370	309	3	8
(*,(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))))));	67	103	378	273	3	16
(*,(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,*))))))));	64	102	376	276	4	64
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,*)))))))));	61	101	371	306	4	128
(*,(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,*)))))))));	60	100	368	312	4	32
(*,(*,(*,(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,*))))))));	63	101	373	282	4	32
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))))));	62	100	369	291	4	32
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,*)))))))));	59	99	367	294	5	128
(*,(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))))));	59	99	366	300	4	64
(*,(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))))));	59	99	365	318	4	32
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	81	111	411	108	2	4
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,*))))))))))));	78	110	409	111	3	16
(*,(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,*))))))))))));	77	109	406	117	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,*))))))))))));	76	108	402	126	3	8
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,*)))))))))));	73	107	400	129	4	32
(*,(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))))));	73	107	399	135	3	16
(*,(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,*))))))))))));	75	107	397	138	3	8
(*,(*,(*,(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,*)))))))))));	72	106	395	141	4	32
(*,(*,(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,*)))))))))));	71	105	392	147	4	16
(*,(*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))))));	71	105	390	162	3	8
(*,(*,(*,(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,*))))))))));	68	104	388	165	4	32
(*,(*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,*))))))))))));	74	106	391	153	3	8
(*,(*,(*,(*,((*,*),(*,((*,*),(*,(*,((*,*),(*,*)))))))))));	71	105	389	156	4	32
(*,(*,(*,(*,((*,*),(*,((*,*),(*,((*,*),(*,(*,*)))))))))));	70	104	386	162	4	16
(*,(*,(*,(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,*)))))))))));	69	103	382	171	4	16
(*,(*,(*,(*,((*,*),(*,((*,*),((*,*),((*,*),(*,*))))))))));	66	102	380	174	5	64
(*,(*,(*,(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,*))))))))));	66	102	379	180	4	32
(*,(*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))))));	69	103	379	198	3	8
(*,(*,(*,(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,*))))))))));	66	102	377	201	4	32
(*,(*,(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,*))))))))));	65	101	374	207	4	16
(*,(*,(*,(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*))))))))));	66	102	375	216	3	16
(*,(*,(*,(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,*)))))))));	63	101	373	219	4	32
(*,(*,(*,(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,*)))))))));	60	100	371	222	5	256
(*,(*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,*))))))))))));	73	105	384	171	3	8
(*,(*,(*,(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,*)))))))))));	70	104	382	174	4	32
(*,(*,(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,*)))))))))));	69	103	379	180	4	16
(*,(*,(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,*)))))))))));	68	102	375	189	4	16
(*,(*,(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,*))))))))));	65	101	373	192	5	64
(*,(*,(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,*))))))))));	65	101	372	198	4	32
(*,(*,(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,*)))))))))));	67	101	370	201	4	16
(*,(*,(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,*))))))))));	64	100	368	204	5	64
(*,(*,(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,*))))))))));	63	99	365	210	5	32
(*,(*,(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,*))))))))));	63	99	363	225	4	16
(*,(*,(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,*)))))))));	60	98	361	228	5	64
(*,(*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))))));	67	101	366	243	3	8
(*,(*,(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,*))))))))));	64	100	364	246	4	32
(*,(*,(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,*))))))))));	63	99	361	252	4	16
(*,(*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,*))))))))));	62	98	357	261	4	16
(*,(*,(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,*)))))))));	59	97	355	264	5	64
(*,(*,(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*)))))))));	59	97	354	270	4	32
(*,(*,(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*))))))))));	63	99	357	288	3	8
(*,(*,(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,*)))))))));	60	98	355	291	4	32
(*,(*,(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,*)))))))));	59	97	352	297	4	16
(*,(*,(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*))))))));	60	98	355	291	4	32
(*,(*,(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,*))))))));	57	97	353	294	5	128
(*,(*,(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,*)))))))));	56	96	350	300	5	64
(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*))))))))))));	73	105	378	252	2	4
(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*)))))))))));	70	104	376	255	3	16
(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*)))))))))));	69	103	373	261	3	8
(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*)))))))))));	68	102	369	270	3	8
(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,*))))))))));	65	101	367	273	4	32
(*,(*,(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*))))))))));	65	101	366	279	3	16
(*,(*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*)))))))))));	67	101	364	282	3	8
(*,(*,(*,(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,*))))))))));	64	100	362	285	4	32
(*,(*,(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,*))))))))));	63	99	359	291	4	16
(*,(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*))))))))));	63	99	357	306	3	8
(*,(*,(*,(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*)))))))));	60	98	355	309	4	32
(*,(*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*)))))))))));	66	100	358	297	3	8
(*,(*,(*,(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,*))))))))));	63	99	356	300	4	32
(*,(*,(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,*))))))))));	62	98	353	306	4	16
(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,*))))))))));	61	97	349	315	4	16
(*,(*,(*,(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,*)))))))));	58	96	347	318	5	64
(*,(*,(*,(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*)))))))));	58	96	346	324	4	32
(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*))))))))));	61	97	346	342	3	8
(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*)))))))));	58	96	344	345	4	32
(*,(*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*)))))))));	57	95	341	351	4	16
(*,(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*)))))))));	58	96	342	360	3	16
(*,(*,(*,(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*))))))));	55	95	340	363	4	32
(*,(*,(*,(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*))))))));	52	94	338	366	5	256
(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*)))))))))));	67	101	356	378	2	4
(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*))))))))));	64	100	354	381	3	16
(*,(*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*))))))))));	63	99	351	387	3	8
(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*))))))))));	62	98	347	396	3	8
(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,*)))))))));	59	97	345	399	4	32
(*,(*,(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*)))))))));	59	97	344	405	3	16
(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*))))))))));	61	97	342	408	3	8
(*,(*,(*,(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,*)))))))));	58	96	340	411	4	32
(*,(*,(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,*)))))))));	57	95	337	417	4	16
(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))))))));	57	95	335	432	3	8
(*,(*,(*,(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*))))))));	54	94	333	435	4	32
(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*))))))))));	63	99	345	450	2	4
(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*)))))))));	60	98	343	453	3	16
(*,(*,(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*)))))))));	59	97	340	459	3	8
(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*)))))))));	58	96	336	468	3	8
(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*))))))));	55	95	334	471	4	32
(*,(*,(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*))))))));	55	95	333	477	3	16
(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*))))))));	60	98	343	453	3	16
(*,(*,(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*))))))));	59	97	340	459	3	8
(*,(*,(*,(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*)))))));	64	100	354	381	3	16
(*,(*,(*,(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*)))))));	61	99	352	384	4	64
(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*))))))));	57	97	341	456	4	64
(*,(*,(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*))))))));	56	96	338	462	4	32
(*,(*,(*,(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*)))))));	60	98	349	390	4	32
(*,(*,(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,*)))))))));	56	96	338	462	4	32
(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,*)))))))));	55	95	334	471	4	32
(*,(*,(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,*))))))));	52	94	332	474	5	128
(*,(*,(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*))))))));	52	94	331	480	4	64
(*,(*,(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*))))))));	55	95	335	468	4	16
(*,(*,(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*)))))));	59	97	345	399	4	32
(*,(*,(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,*)))))));	56	96	343	402	5	128
(*,(*,(*,(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*)))))));	56	96	342	408	4	64
(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*))))))))));	58	96	340	411	4	32
(*,(*,(*,(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,*)))))))));	55	95	338	414	5	128
(*,(*,(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,*)))))))));	54	94	335	420	5	64
(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*)))))))));	54	94	333	435	4	32
(*,(*,(*,(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*))))))));	51	93	331	438	5	128
(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*)))))))));	54	94	331	477	4	16
(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,*))))))));	51	93	329	480	5	64
(*,(*,(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*))))))));	51	93	328	486	4	32
(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))))));	80	110	401	135	2	4
(*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,*))))))))))));	77	109	399	138	3	16
(*,(*,(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,*))))))))))));	76	108	396	144	3	8
(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,*))))))))))));	75	107	392	153	3	8
(*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,*)))))))))));	72	106	390	156	4	32
(*,(*,(*,((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,*)))))))))));	72	106	389	162	3	16
(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,*))))))))))));	74	106	387	165	3	8
(*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,*)))))))))));	71	105	385	168	4	32
(*,(*,(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,*)))))))))));	70	104	382	174	4	16
(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,*)))))))))));	70	104	380	189	3	8
(*,(*,(*,((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,*))))))))));	67	103	378	192	4	32
(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))))));	73	105	381	180	3	8
(*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))))));	70	104	379	183	4	32
(*,(*,(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))))));	69	103	376	189	4	16
(*,(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))))));	68	102	372	198	4	16
(*,(*,(*,((*,*),(*,(*,((*,*),((*,*),((*,*),(*,*))))))))));	65	101	370	201	5	64
(*,(*,(*,((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))))));	65	101	369	207	4	32
(*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))))));	68	102	369	225	3	8
(*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))))));	65	101	367	228	4	32
(*,(*,(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))))));	64	100	364	234	4	16
(*,(*,(*,((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))))));	65	101	365	243	3	16
(*,(*,(*,((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))))));	62	100	363	246	4	32
(*,(*,(*,((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,*)))))))));	59	99	361	249	5	256
(*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,*))))))))))));	72	104	374	198	3	8
(*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,*)))))))))));	69	103	372	201	4	32
