newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,*),(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	51	89	284	441	5	32
((*,*),(*,(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	52	90	285	450	4	32
((*,*),(*,(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,*))))))));	49	89	283	453	5	64
((*,*),(*,(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,*))))))));	46	88	281	456	6	512
((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	59	93	294	405	4	16
((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,*))))))))));	56	92	292	408	5	64
((*,*),(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,*))))))))));	55	91	289	414	5	32
((*,*),(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,*))))))))));	54	90	285	423	5	32
((*,*),(*,(*,((*,*),((*,*),(*,((*,*),((*,*),(*,*)))))))));	51	89	283	426	6	128
((*,*),(*,(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	51	89	282	432	5	64
((*,*),(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,*))))))))));	53	89	280	435	5	32
((*,*),(*,(*,((*,*),((*,*),((*,*),(*,((*,*),(*,*)))))))));	50	88	278	438	6	128
((*,*),(*,(*,((*,*),((*,*),((*,*),((*,*),(*,(*,*)))))))));	49	87	275	444	6	64
((*,*),(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	49	87	273	459	5	32
((*,*),(*,(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,*))))))));	46	86	271	462	6	128
((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	53	89	276	477	4	16
((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	50	88	274	480	5	64
((*,*),(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	49	87	271	486	5	32
((*,*),(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	48	86	267	495	5	32
((*,*),(*,(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,*))))))));	45	85	265	498	6	128
((*,*),(*,(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	45	85	264	504	5	64
((*,*),(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	49	87	267	522	4	16
((*,*),(*,(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,*))))))));	46	86	265	525	5	64
((*,*),(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,*))))))));	45	85	262	531	5	32
((*,*),(*,(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	46	86	265	525	5	64
((*,*),(*,(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,*)))))));	43	85	263	528	6	256
((*,*),(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,*))))))));	42	84	260	534	6	128
((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	59	93	288	486	3	8
((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*))))))))));	56	92	286	489	4	32
((*,*),(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*))))))))));	55	91	283	495	4	16
((*,*),(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*))))))))));	54	90	279	504	4	16
((*,*),(*,(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,*)))))))));	51	89	277	507	5	64
((*,*),(*,(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*)))))))));	51	89	276	513	4	32
((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*))))))))));	53	89	274	516	4	16
((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,*)))))))));	50	88	272	519	5	64
((*,*),(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,*)))))))));	49	87	269	525	5	32
((*,*),(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*)))))))));	49	87	267	540	4	16
((*,*),(*,(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*))))))));	46	86	265	543	5	64
((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))))));	52	88	268	531	4	16
((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,*)))))))));	49	87	266	534	5	64
((*,*),(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,*)))))))));	48	86	263	540	5	32
((*,*),(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,*)))))))));	47	85	259	549	5	32
((*,*),(*,(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,*))))))));	44	84	257	552	6	128
((*,*),(*,(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*))))))));	44	84	256	558	5	64
((*,*),(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))))));	47	85	256	576	4	16
((*,*),(*,(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*))))))));	44	84	254	579	5	64
((*,*),(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*))))))));	43	83	251	585	5	32
((*,*),(*,(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))))));	44	84	252	594	4	32
((*,*),(*,(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*)))))));	41	83	250	597	5	64
((*,*),(*,(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*)))))));	38	82	248	600	6	512
((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*))))))))));	53	89	266	612	3	8
((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*)))))))));	50	88	264	615	4	32
((*,*),(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*)))))))));	49	87	261	621	4	16
((*,*),(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*)))))))));	48	86	257	630	4	16
((*,*),(*,(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,*))))))));	45	85	255	633	5	64
((*,*),(*,(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*))))))));	45	85	254	639	4	32
((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))))));	47	85	252	642	4	16
((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,*))))))));	44	84	250	645	5	64
((*,*),(*,(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,*))))))));	43	83	247	651	5	32
((*,*),(*,(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))))));	43	83	245	666	4	16
((*,*),(*,(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*)))))));	40	82	243	669	5	64
((*,*),(*,(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*)))))))));	49	87	255	684	3	8
((*,*),(*,(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*))))))));	46	86	253	687	4	32
((*,*),(*,(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*))))))));	45	85	250	693	4	16
((*,*),(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))))));	44	84	246	702	4	16
((*,*),(*,(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*)))))));	41	83	244	705	5	64
((*,*),(*,(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))))));	41	83	243	711	4	32
((*,*),(*,(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*)))))));	46	86	253	687	4	32
((*,*),(*,(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*)))))));	45	85	250	693	4	16
((*,*),(*,(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*))))));	50	88	264	615	4	32
((*,*),(*,(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*))))));	47	87	262	618	5	128
((*,*),(*,(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*)))))));	43	85	251	690	5	128
((*,*),(*,(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*)))))));	42	84	248	696	5	64
((*,*),(*,(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*))))));	46	86	259	624	5	64
((*,*),(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,*))))))));	42	84	248	696	5	64
((*,*),(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,*))))))));	41	83	244	705	5	64
((*,*),(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,*)))))));	38	82	242	708	6	256
((*,*),(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*)))))));	38	82	241	714	5	128
((*,*),(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*)))))));	41	83	245	702	5	32
((*,*),(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*))))));	45	85	255	633	5	64
((*,*),(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,*))))));	42	84	253	636	6	256
((*,*),(*,(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*))))));	42	84	252	642	5	128
((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	44	84	250	645	5	64
((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,*))))))));	41	83	248	648	6	256
((*,*),(*,(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,*))))))));	40	82	245	654	6	128
((*,*),(*,(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	40	82	243	669	5	64
((*,*),(*,(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*)))))));	37	81	241	672	6	256
((*,*),(*,(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*))))))));	40	82	241	711	5	32
((*,*),(*,(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,*)))))));	37	81	239	714	6	128
((*,*),(*,(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	37	81	238	720	5	64
((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	66	98	311	369	3	8
((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	63	97	309	372	4	32
((*,*),(*,((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	62	96	306	378	4	16
((*,*),(*,((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	61	95	302	387	4	16
((*,*),(*,((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))));	58	94	300	390	5	64
((*,*),(*,((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	58	94	299	396	4	32
((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	60	94	297	399	4	16
((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))));	57	93	295	402	5	64
((*,*),(*,((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))));	56	92	292	408	5	32
((*,*),(*,((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	56	92	290	423	4	16
((*,*),(*,((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	53	91	288	426	5	64
((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	59	93	291	414	4	16
((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,*))))))))));	56	92	289	417	5	64
((*,*),(*,((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,*))))))))));	55	91	286	423	5	32
((*,*),(*,((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,*))))))))));	54	90	282	432	5	32
((*,*),(*,((*,*),(*,(*,((*,*),((*,*),((*,*),(*,*)))))))));	51	89	280	435	6	128
((*,*),(*,((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	51	89	279	441	5	64
((*,*),(*,((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	54	90	279	459	4	16
((*,*),(*,((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	51	89	277	462	5	64
((*,*),(*,((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	50	88	274	468	5	32
((*,*),(*,((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	51	89	275	477	4	32
((*,*),(*,((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,*))))))));	48	88	273	480	5	64
((*,*),(*,((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,*))))))));	45	87	271	483	6	512
((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	58	92	284	432	4	16
((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	55	91	282	435	5	64
((*,*),(*,((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	54	90	279	441	5	32
((*,*),(*,((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	53	89	275	450	5	32
((*,*),(*,((*,*),(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	50	88	273	453	6	128
((*,*),(*,((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	50	88	272	459	5	64
((*,*),(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	52	88	270	462	5	32
((*,*),(*,((*,*),(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	49	87	268	465	6	128
((*,*),(*,((*,*),(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	48	86	265	471	6	64
((*,*),(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	48	86	263	486	5	32
((*,*),(*,((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	45	85	261	489	6	128
((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	52	88	266	504	4	16
((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	49	87	264	507	5	64
((*,*),(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	48	86	261	513	5	32
((*,*),(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	47	85	257	522	5	32
((*,*),(*,((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	44	84	255	525	6	128
((*,*),(*,((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	44	84	254	531	5	64
((*,*),(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	48	86	257	549	4	16
((*,*),(*,((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	45	85	255	552	5	64
((*,*),(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	44	84	252	558	5	32
((*,*),(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	45	85	255	552	5	64
((*,*),(*,((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	42	84	253	555	6	256
((*,*),(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	41	83	250	561	6	128
((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	57	91	276	453	4	16
((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	54	90	274	456	5	64
((*,*),(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	53	89	271	462	5	32
((*,*),(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	52	88	267	471	5	32
((*,*),(*,((*,*),((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	49	87	265	474	6	128
((*,*),(*,((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	49	87	264	480	5	64
((*,*),(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	51	87	262	483	5	32
((*,*),(*,((*,*),((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	48	86	260	486	6	128
((*,*),(*,((*,*),((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	47	85	257	492	6	64
((*,*),(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	47	85	255	507	5	32
((*,*),(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	44	84	253	510	6	128
((*,*),(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	50	86	256	498	5	32
((*,*),(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	47	85	254	501	6	128
((*,*),(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	46	84	251	507	6	64
((*,*),(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	45	83	247	516	6	64
((*,*),(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,*))))))));	42	82	245	519	7	256
((*,*),(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	42	82	244	525	6	128
((*,*),(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	45	83	244	543	5	32
((*,*),(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	42	82	242	546	6	128
((*,*),(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	41	81	239	552	6	64
((*,*),(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	42	82	240	561	5	64
((*,*),(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	39	81	238	564	6	128
((*,*),(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	36	80	236	567	7	1024
((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	50	86	251	558	4	16
((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	47	85	249	561	5	64
((*,*),(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	46	84	246	567	5	32
((*,*),(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	45	83	242	576	5	32
((*,*),(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	42	82	240	579	6	128
((*,*),(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	42	82	239	585	5	64
((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	44	82	237	588	5	32
((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	41	81	235	591	6	128
((*,*),(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	40	80	232	597	6	64
((*,*),(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	40	80	230	612	5	32
((*,*),(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	37	79	228	615	6	128
((*,*),(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	45	83	236	639	4	16
((*,*),(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	42	82	234	642	5	64
((*,*),(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	41	81	231	648	5	32
((*,*),(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	40	80	227	657	5	32
((*,*),(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	37	79	225	660	6	128
((*,*),(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	37	79	224	666	5	64
((*,*),(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	42	82	231	669	4	32
((*,*),(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	39	81	229	672	5	64
((*,*),(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	38	80	226	678	5	32
((*,*),(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	42	82	234	642	5	64
((*,*),(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	39	81	232	645	6	256
((*,*),(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	36	80	227	675	6	512
((*,*),(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	35	79	224	681	6	128
((*,*),(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	38	80	229	651	6	128
((*,*),(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	37	79	225	660	6	128
((*,*),(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	34	78	223	663	7	512
((*,*),(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	34	78	222	669	6	256
((*,*),(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	34	78	221	687	6	128
((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	57	91	269	558	3	8
((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	54	90	267	561	4	32
((*,*),(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	53	89	264	567	4	16
((*,*),(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	52	88	260	576	4	16
((*,*),(*,((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*)))))))));	49	87	258	579	5	64
((*,*),(*,((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	49	87	257	585	4	32
((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	51	87	255	588	4	16
((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*)))))))));	48	86	253	591	5	64
((*,*),(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*)))))))));	47	85	250	597	5	32
((*,*),(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	47	85	248	612	4	16
((*,*),(*,((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*))))))));	44	84	246	615	5	64
((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	50	86	249	603	4	16
((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*)))))))));	47	85	247	606	5	64
((*,*),(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*)))))))));	46	84	244	612	5	32
((*,*),(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*)))))))));	45	83	240	621	5	32
((*,*),(*,((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*))))))));	42	82	238	624	6	128
((*,*),(*,((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*))))))));	42	82	237	630	5	64
((*,*),(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	45	83	237	648	4	16
((*,*),(*,((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*))))))));	42	82	235	651	5	64
((*,*),(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*))))))));	41	81	232	657	5	32
((*,*),(*,((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	42	82	233	666	4	32
((*,*),(*,((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*)))))));	39	81	231	669	5	64
((*,*),(*,((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	36	80	229	672	6	512
((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	49	85	242	621	4	16
((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	46	84	240	624	5	64
((*,*),(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	45	83	237	630	5	32
((*,*),(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	44	82	233	639	5	32
((*,*),(*,((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))))));	41	81	231	642	6	128
((*,*),(*,((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	41	81	230	648	5	64
((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	43	81	228	651	5	32
((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))))));	40	80	226	654	6	128
((*,*),(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))))));	39	79	223	660	6	64
((*,*),(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	39	79	221	675	5	32
((*,*),(*,((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))))));	36	78	219	678	6	128
((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	43	81	224	693	4	16
((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	40	80	222	696	5	64
((*,*),(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	39	79	219	702	5	32
((*,*),(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	38	78	215	711	5	32
((*,*),(*,((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))))));	35	77	213	714	6	128
((*,*),(*,((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	35	77	212	720	5	64
((*,*),(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	39	79	215	738	4	16
((*,*),(*,((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	36	78	213	741	5	64
((*,*),(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	35	77	210	747	5	32
((*,*),(*,((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	36	78	213	741	5	64
((*,*),(*,((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))))));	33	77	211	744	6	256
((*,*),(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	32	76	208	750	6	128
((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*))))))))));	50	86	239	738	3	8
((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*)))))))));	47	85	237	741	4	32
((*,*),(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*)))))))));	46	84	234	747	4	16
((*,*),(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*)))))))));	45	83	230	756	4	16
((*,*),(*,((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*))))))));	42	82	228	759	5	64
((*,*),(*,((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*))))))));	42	82	227	765	4	32
((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))))));	44	82	225	768	4	16
